lambda,t,N
1.880259e+00,2.322797e+00,1.268342e-02
9.425522e-01,1.005458e+00,3.876329e-01
1.772442e-01,4.554138e-01,9.224525e-01
6.888278e-01,1.635781e+00,3.240779e-01
8.468301e-01,2.006417e+00,1.828491e-01
8.558736e-01,1.511460e+00,2.742765e-01
1.128540e+00,2.255047e+00,7.848000e-02
5.215533e-01,2.057185e+00,3.420044e-01
1.301516e+00,1.820544e+00,9.353060e-02
4.886876e-01,2.044687e+00,3.681690e-01
1.020313e+00,2.517378e+00,7.664931e-02
1.335397e+00,5.014842e-01,5.118721e-01
1.573692e+00,6.285261e-01,3.719088e-01
4.877825e-01,2.708485e+00,2.668278e-01
1.767123e+00,6.756395e-01,3.030256e-01
1.604916e+00,2.643324e+00,1.437430e-02
1.166356e+00,7.395214e-01,4.220865e-01
7.675036e-01,2.421069e+00,1.559563e-01
1.079198e+00,1.910522e+00,1.272208e-01
1.355450e+00,1.501252e+00,1.306972e-01
1.229748e+00,4.038214e-01,6.085971e-01
1.570540e+00,3.302817e-01,5.952816e-01
8.020029e-01,2.997994e+00,9.031971e-02
6.345551e-01,3.233118e-01,8.145177e-01
1.301127e-01,1.334851e+00,8.405650e-01
1.099913e+00,2.663025e-01,7.460896e-01
1.461833e+00,2.273014e+00,3.605296e-02
2.370155e-01,3.729194e-01,9.154059e-01
1.861926e+00,6.643779e-01,2.902472e-01
1.103631e+00,2.699500e+00,5.083086e-02
3.467734e-01,1.814583e+00,5.329919e-01
7.681432e-01,2.070095e+00,2.038992e-01
1.826671e+00,2.282803e-01,6.590256e-01
7.051899e-01,2.531455e+00,1.677709e-01
1.213112e+00,2.209766e-01,7.648547e-01
1.771830e+00,8.295503e-01,2.299665e-01
1.538752e+00,8.450090e-02,8.780727e-01
7.055071e-01,1.450728e+00,3.593353e-01
1.926243e-01,5.388713e-01,9.014058e-01
1.303809e+00,2.974685e+00,2.068347e-02
1.595633e+00,2.173147e+00,3.119351e-02
1.979034e+00,8.706237e-01,1.785308e-01
1.524896e+00,8.841852e-01,2.596838e-01
1.577272e+00,1.796023e-01,7.533075e-01
1.289716e+00,2.659484e+00,3.238763e-02
1.824414e+00,2.493734e+00,1.057140e-02
4.206006e-01,3.629694e-01,8.584171e-01
1.983089e+00,1.363230e+00,6.697695e-02
5.403351e-01,2.052494e+00,3.298772e-01
1.298342e+00,1.353242e+00,1.725669e-01
7.922853e-01,1.099920e+00,4.183444e-01
6.082996e-01,1.043183e+00,5.301647e-01
1.951355e+00,9.178958e-01,1.667699e-01
1.609084e+00,1.977604e+00,4.149717e-02
7.619748e-01,2.629198e+00,1.348783e-01
9.540173e-01,1.580132e+00,2.214689e-01
6.051191e-01,1.640620e+00,3.705486e-01
6.960390e-01,1.065197e+00,4.764376e-01
1.755364e+00,1.919874e+00,3.438696e-02
3.886667e-01,1.775264e+00,5.015831e-01
1.348526e+00,3.334085e-01,6.378769e-01
1.842218e+00,8.928639e-01,1.930415e-01
4.751883e-01,1.927671e+00,4.001136e-01
1.445210e+00,1.514784e+00,1.120084e-01
1.062203e+00,2.823223e+00,4.984497e-02
3.010849e-01,1.954047e+00,5.552514e-01
4.604392e-01,1.525383e-01,9.321751e-01
1.308887e+00,1.327217e+00,1.760165e-01
1.089382e+00,1.413701e+00,2.143681e-01
2.880235e-01,1.139690e+00,7.201776e-01
1.376849e+00,4.991241e-02,9.335863e-01
1.911446e+00,2.097936e+00,1.813176e-02
1.071742e+00,1.083480e+00,3.131068e-01
6.744443e-01,1.687604e+00,3.203969e-01
1.438813e+00,2.867955e+00,1.614007e-02
6.888714e-01,2.898438e+00,1.357893e-01
1.533487e+00,1.910184e+00,5.343750e-02
4.905778e-01,1.635017e+00,4.483850e-01
5.330298e-01,1.261435e+00,5.104908e-01
7.014154e-01,2.208914e+00,2.123825e-01
4.944282e-01,1.891247e+00,3.925520e-01
5.198711e-01,1.265030e+00,5.180661e-01
1.001844e+00,1.493249e+00,2.240239e-01
1.510880e+00,2.337656e+00,2.924880e-02
7.168848e-01,1.172907e-01,9.193541e-01
1.606516e-01,4.686243e-01,9.274789e-01
6.651466e-01,1.426216e+00,3.872663e-01
7.254101e-01,1.546849e-01,8.938565e-01
1.555976e+00,1.346864e+00,1.229857e-01
6.490620e-01,4.069729e-01,7.678578e-01
1.417452e+00,2.879514e+00,1.688088e-02
8.614973e-01,2.193183e+00,1.511593e-01
1.063288e+00,5.482594e-01,5.582450e-01
1.083682e+00,2.653843e+00,5.636407e-02
1.931619e+00,2.858643e+00,3.998606e-03
3.159218e-01,8.641229e-01,7.610964e-01
9.077199e-01,9.332085e-01,4.286597e-01
1.655613e+00,2.996017e+00,7.011209e-03
1.311883e-01,5.418471e-01,9.313837e-01
1.706378e+00,2.798443e+00,8.436384e-03
1.685979e+00,2.742129e+00,9.821596e-03
1.916829e+00,2.780880e+00,4.841795e-03
7.328417e-01,2.110244e+00,2.129975e-01
7.780435e-01,8.024849e-01,5.355997e-01
6.872110e-01,1.980363e+00,2.564229e-01
1.844591e+00,2.199271e+00,1.730507e-02
6.525764e-01,1.745855e+00,3.200418e-01
8.578599e-01,1.096163e+00,3.904896e-01
1.908774e+00,2.543457e+00,7.790230e-03
5.598250e-01,1.032621e+00,5.609706e-01
1.186072e+00,1.480813e+00,1.726739e-01
1.342514e+00,1.396318e-02,9.814288e-01
9.886134e-01,2.018825e-01,8.190716e-01
1.674401e+00,8.908387e-01,2.250076e-01
8.475404e-01,5.510134e-01,6.268762e-01
5.169241e-01,2.241429e+00,3.139100e-01
1.024901e+00,2.694706e-01,7.586759e-01
1.984784e+00,1.197095e+00,9.292381e-02
1.101752e+00,2.497188e+00,6.384587e-02
1.831732e+00,2.164526e+00,1.897125e-02
9.570605e-01,5.938159e-01,5.664776e-01
5.814025e-01,1.368398e+00,4.513149e-01
3.114832e-01,1.538004e+00,6.193638e-01
1.195317e+00,2.052209e+00,8.603158e-02
1.503288e-01,2.898149e+00,6.468278e-01
1.230810e+00,2.205838e+00,6.620710e-02
1.575780e+00,6.219014e-03,9.902481e-01
1.905132e+00,2.590418e+00,7.189824e-03
1.905892e+00,1.945001e+00,2.455199e-02
1.432149e-01,1.982512e-01,9.720068e-01
7.932181e-01,1.441966e+00,3.186081e-01
7.063578e-01,2.400036e+00,1.835471e-01
4.739942e-01,4.573823e-01,8.050937e-01
3.660004e-01,9.775374e-01,6.992275e-01
8.271862e-01,2.330537e+00,1.454696e-01
2.016634e-01,2.406497e-01,9.526285e-01
3.068744e-01,1.603205e+00,6.114130e-01
1.737637e+00,1.357067e+00,9.460076e-02
1.872490e+00,3.584045e-01,5.111414e-01
9.376045e-01,2.694470e+00,7.995055e-02
1.111267e+00,2.752186e+00,4.696214e-02
1.546920e+00,8.400611e-02,8.781387e-01
1.648725e+00,1.006076e+00,1.903783e-01
1.678949e+00,8.640379e-01,2.344120e-01
1.654723e+00,2.020468e+00,3.531969e-02
8.168393e-01,2.880854e+00,9.506495e-02
1.099352e+00,2.891155e+00,4.165240e-02
8.401619e-01,1.538985e+00,2.744472e-01
3.992105e-01,1.536174e+00,5.415842e-01
1.224111e+00,2.953738e+00,2.689800e-02
4.704032e-01,2.001333e+00,3.900683e-01
4.914580e-01,1.551799e+00,4.664317e-01
1.557578e+00,2.414691e-01,6.865290e-01
3.925669e-01,1.002435e+00,6.746760e-01
1.197240e+00,1.215822e+00,2.332530e-01
9.762826e-01,2.251144e+00,1.110524e-01
2.588306e-01,2.679621e+00,4.997896e-01
1.031178e+00,1.596736e+00,1.927196e-01
6.534678e-01,2.072795e+00,2.580750e-01
1.645600e-01,2.348699e+00,6.794294e-01
1.988369e+00,7.580779e-01,2.214987e-01
7.808512e-01,1.661872e+00,2.731662e-01
1.536772e+00,2.460204e+00,2.280506e-02
1.041061e+00,2.011928e+00,1.231268e-01
1.840245e+00,1.343560e+00,8.437540e-02
1.794457e+00,9.270625e-01,1.894606e-01
4.354579e-01,1.397887e+00,5.440462e-01
5.601393e-01,1.715006e+00,3.826469e-01
1.288318e+00,5.011531e-01,5.243245e-01
1.131464e+00,1.331806e+00,2.215979e-01
1.464317e+00,3.573058e-01,5.926158e-01
1.853350e+00,1.828878e+00,3.372382e-02
1.417094e+00,1.684090e+00,9.194958e-02
1.998123e+00,2.530449e+00,6.370048e-03
4.274326e-01,2.598420e+00,3.293451e-01
7.727345e-01,8.886635e-01,5.032335e-01
1.314500e+00,2.216208e-01,7.472761e-01
1.078306e+00,6.798621e-01,4.804175e-01
1.833725e-01,2.148874e+00,6.743241e-01
2.919755e-01,2.946583e+00,4.230224e-01
1.681569e+00,1.305997e-02,9.782782e-01
1.291132e+00,1.745585e-01,7.982144e-01
1.233901e+00,1.354246e+00,1.880580e-01
1.929822e+00,2.969789e+00,3.243300e-03
8.250030e-01,2.764039e+00,1.022494e-01
6.262951e-01,1.211089e-01,9.269553e-01
1.085223e+00,1.908677e+00,1.260168e-01
1.647665e+00,1.722306e+00,5.855535e-02
1.494313e+00,5.609364e-01,4.324819e-01
1.179676e-01,2.826046e+00,7.164966e-01
4.067125e-01,1.110381e+00,6.366051e-01
2.822681e-01,2.243358e+00,5.308751e-01
1.141307e+00,1.430610e+00,1.953885e-01
1.983241e+00,1.588506e+00,4.283539e-02
7.513022e-01,2.542352e+00,1.480693e-01
1.030235e-01,1.066940e+00,8.959059e-01
4.396059e-01,3.241252e-03,9.985761e-01
1.441076e-01,1.891399e+00,7.614239e-01
1.187874e+00,2.211094e+00,7.233101e-02
5.928362e-01,1.531164e-01,9.132250e-01
5.988427e-01,8.119236e-01,6.149499e-01
3.633693e-01,2.752646e+00,3.677959e-01
9.826759e-01,1.331110e+00,2.703469e-01
8.796034e-01,1.604160e+00,2.438932e-01
5.821601e-01,7.383381e-01,6.506190e-01
1.976166e+00,6.146429e-01,2.968178e-01
2.264504e-01,2.255942e+00,5.999800e-01
1.739714e+00,2.470212e+00,1.360304e-02
1.571601e+00,5.590928e-01,4.153347e-01
3.292216e-01,2.099817e+00,5.009219e-01
1.693969e+00,1.634894e+00,6.269594e-02
1.913730e+00,1.596197e+00,4.713728e-02
1.847296e+00,1.460342e+00,6.736131e-02
1.210069e+00,2.604944e+00,4.275959e-02
3.686214e-01,7.470166e-01,7.592940e-01
8.406011e-01,1.784769e+00,2.230680e-01
7.194079e-01,1.586760e+00,3.193308e-01
2.191540e-01,2.459673e+00,5.833037e-01
1.003792e+00,9.456111e-01,3.870518e-01
8.754057e-01,2.073833e+00,1.627654e-01
9.214888e-01,9.619602e-01,4.121221e-01
6.361759e-01,7.889402e-01,6.053765e-01
6.250736e-01,1.942515e+00,2.969431e-01
1.870820e+00,1.170104e+00,1.120226e-01
1.990435e+00,1.468209e-02,9.711991e-01
1.814645e+00,3.412159e-01,5.383827e-01
9.229073e-01,2.237894e+00,1.267715e-01
1.974605e+00,2.474184e+00,7.555065e-03
1.160402e+00,2.759675e+00,4.066723e-02
4.625109e-01,3.232556e-01,8.611305e-01
2.533721e-01,1.749249e+00,6.419719e-01
1.039605e-01,1.348124e+00,8.692264e-01
1.169793e+00,4.330428e-01,6.025586e-01
1.453788e+00,9.785603e-01,2.410819e-01
1.668867e+00,1.137493e+00,1.498196e-01
1.863525e+00,2.525670e+00,9.034994e-03
3.708993e-01,6.614209e-01,7.824537e-01
3.036461e-01,2.690468e+00,4.417769e-01
1.138495e+00,2.147344e+00,8.674867e-02
1.565545e-01,2.752386e+00,6.499249e-01
2.023197e-01,2.795829e+00,5.679901e-01
1.652914e+00,8.337873e-02,8.712574e-01
8.136511e-01,8.749823e-02,9.312821e-01
1.021346e+00,1.452304e+00,2.268865e-01
2.985358e-01,1.820796e+00,5.806700e-01
2.777109e-01,4.375171e-01,8.855882e-01
1.250539e+00,1.543788e+00,1.450658e-01
8.506174e-01,1.888799e+00,2.005593e-01
1.710855e+00,4.287178e-01,4.802378e-01
8.367992e-01,4.778022e-01,6.704377e-01
3.568663e-01,2.559578e+00,4.011470e-01
5.613103e-01,9.145639e-01,5.984848e-01
1.797590e-01,1.619144e+00,7.474740e-01
7.562034e-01,4.052348e-01,7.360627e-01
5.192189e-01,1.603352e+00,4.349647e-01
1.975782e+00,1.218225e+00,9.008987e-02
1.770378e+00,1.352943e+00,9.115249e-02
9.752344e-01,4.914245e-02,9.532049e-01
1.134052e+00,4.617095e-01,5.923825e-01
1.202312e+00,2.249888e+00,6.686574e-02
1.958763e+00,1.118796e+00,1.117539e-01
8.929868e-01,1.053111e+00,3.904660e-01
1.275457e+00,2.800983e+00,2.808459e-02
4.856887e-01,1.838762e+00,4.093986e-01
1.651958e+00,5.231734e-01,4.213629e-01
2.786025e-01,1.847381e+00,5.976890e-01
2.036533e-01,2.003640e+00,6.649469e-01
1.952334e+00,7.833595e-01,2.166700e-01
7.487038e-01,1.306950e+00,3.758676e-01
9.649770e-01,2.966055e+00,5.714436e-02
8.015795e-01,1.317331e+00,3.478635e-01
4.311405e-01,1.228719e+00,5.887519e-01
5.344734e-01,2.095885e+00,3.262162e-01
2.953583e-01,4.723044e-01,8.697939e-01
1.079999e+00,2.242766e+00,8.872749e-02
1.412408e+00,9.316919e-02,8.766979e-01
5.325174e-01,1.561526e+00,4.353783e-01
4.679946e-01,1.680972e+00,4.553514e-01
8.021900e-01,2.708412e+00,1.138741e-01
3.123452e-01,1.851313e+00,5.608798e-01
1.833875e+00,3.358734e-01,5.401276e-01
1.637689e+00,1.863969e+00,4.723586e-02
3.699927e-01,2.292585e+00,4.281680e-01
6.280554e-01,8.054574e-01,6.029796e-01
1.243220e+00,1.542243e+00,1.469964e-01
2.838585e-01,2.960024e+00,4.316121e-01
6.970606e-01,1.697322e+00,3.063164e-01
1.029471e+00,2.944459e+00,4.825595e-02
7.647646e-01,2.553685e+00,1.418525e-01
1.319822e-01,2.119422e+00,7.559908e-01
3.399689e-01,1.948052e+00,5.156758e-01
8.250977e-01,1.443914e+00,3.038047e-01
1.178913e+00,9.029213e-01,3.449122e-01
4.350599e-01,2.689344e+00,3.103590e-01
6.558933e-01,2.302600e+00,2.208525e-01
1.257810e+00,2.838748e-01,6.997302e-01
1.828941e+00,2.725892e+00,6.836395e-03
6.105252e-01,1.323647e+00,4.456952e-01
1.200686e+00,1.706521e+00,1.288644e-01
9.821032e-01,2.789484e+00,6.459868e-02
6.281664e-01,1.620998e+00,3.612242e-01
7.429100e-01,8.137470e-02,9.413370e-01
1.346196e+00,6.847399e-01,3.978048e-01
1.260400e+00,2.293222e+00,5.555524e-02
1.299528e+00,2.108418e+00,6.457372e-02
9.622067e-01,6.485569e-01,5.357724e-01
4.495640e-01,2.386322e+00,3.420479e-01
7.207089e-01,8.417088e-01,5.451867e-01
1.091349e+00,1.524853e+00,1.893522e-01
2.234783e-01,2.564984e+00,5.637083e-01
1.734693e+00,2.814828e+00,7.575296e-03
6.540115e-01,1.760525e-01,8.912410e-01
1.345547e+00,2.539011e-01,7.106069e-01
7.604977e-01,1.276551e+00,3.787745e-01
1.127908e+00,1.543050e+00,1.754470e-01
1.344650e+00,1.329957e+00,1.672399e-01
9.773968e-01,2.875358e+00,6.018295e-02
8.492696e-01,1.786489e+00,2.193227e-01
5.632035e-01,1.212335e-01,9.339997e-01
4.531127e-01,1.425146e+00,5.242683e-01
8.848585e-01,1.494839e+00,2.664095e-01
2.592364e-01,7.548343e-01,8.222749e-01
8.619656e-01,9.677160e-01,4.342487e-01
3.901830e-01,1.454687e+00,5.668875e-01
1.165717e+00,1.573146e+00,1.597982e-01
1.340089e+00,2.865244e+00,2.150043e-02
3.589109e-01,2.575687e+00,3.967528e-01
1.760359e-01,1.976267e+00,7.061738e-01
1.631621e+00,2.771170e+00,1.087272e-02
1.866051e-01,9.553811e-01,8.367090e-01
1.858456e+00,7.865899e-01,2.318087e-01
3.832305e-01,2.999320e+00,3.168171e-01
1.887706e+00,2.445773e+00,9.883387e-03
1.120750e+00,2.331529e+00,7.330986e-02
1.595915e+00,8.427530e-01,2.605496e-01
4.900249e-01,2.780699e+00,2.559913e-01
5.715667e-01,1.512292e-02,9.913935e-01
1.128583e+00,1.453013e+00,1.940099e-01
5.102493e-01,3.418414e-01,8.399404e-01
8.777032e-01,8.724470e-01,4.649853e-01
1.486547e+00,2.558810e+00,2.228610e-02
1.802680e-01,2.566707e+00,6.295845e-01
3.678625e-01,1.621223e+00,5.507981e-01
9.071694e-01,1.420352e+00,2.756841e-01
6.294790e-01,1.943322e+00,2.942633e-01
1.642665e+00,6.648655e-01,3.354940e-01
6.523739e-01,9.464927e-02,9.401210e-01
1.031856e+00,1.167492e+00,2.997867e-01
7.622300e-01,3.490026e-01,7.664236e-01
6.521810e-01,1.707483e+00,3.283786e-01
1.194702e+00,6.330669e-01,4.693876e-01
8.100776e-01,6.267144e-01,6.018859e-01
1.864127e+00,2.036132e+00,2.246923e-02
4.395950e-01,1.626667e+00,4.891555e-01
7.493332e-01,1.265993e+00,3.872633e-01
2.476170e-01,1.810976e-01,9.561477e-01
1.860182e+00,4.797275e-01,4.096794e-01
1.537876e-01,1.894871e+00,7.472109e-01
4.517716e-01,1.253124e+00,5.677206e-01
4.445440e-01,2.539633e+00,3.233634e-01
1.263433e+00,1.551228e+00,1.408762e-01
7.480053e-01,6.431591e-01,6.181115e-01
4.562998e-01,1.833969e+00,4.330770e-01
9.120725e-01,1.929075e+00,1.721384e-01
1.234021e+00,1.067313e+00,2.679146e-01
1.022308e+00,2.091486e+00,1.178736e-01
1.255890e+00,1.230353e-01,8.568274e-01
6.670582e-01,6.672501e-01,6.407636e-01
1.221941e+00,1.203090e+00,2.299014e-01
1.560966e-01,2.822275e+00,6.436840e-01
1.496331e+00,2.818391e+00,1.473916e-02
1.917842e-01,2.620239e+00,6.050039e-01
6.692406e-01,9.531252e-02,9.382048e-01
1.977626e+00,1.832503e+00,2.667562e-02
8.314068e-01,2.719630e+00,1.042338e-01
1.193637e-01,2.065578e+00,7.814884e-01
7.508166e-01,1.822515e+00,2.545204e-01
1.589922e+00,1.284031e+00,1.298327e-01
5.575347e-01,2.729911e+00,2.182706e-01
1.139234e+00,1.460755e+00,1.893532e-01
1.631096e+00,1.532806e+00,8.207236e-02
7.257998e-01,8.253330e-01,5.493462e-01
3.067132e-01,1.926336e+00,5.538659e-01
5.892209e-01,7.056274e-01,6.598317e-01
5.209862e-01,2.491548e+00,2.730604e-01
1.284420e+00,2.900224e+00,2.411057e-02
1.718675e+00,1.771567e+00,4.760825e-02
1.598220e+00,1.656440e-01,7.674089e-01
3.787318e-01,1.487574e+00,5.692750e-01
1.179484e+00,1.792698e+00,1.206986e-01
8.400332e-01,5.830314e-01,6.127699e-01
6.565599e-01,5.974974e-01,6.755063e-01
5.600434e-01,2.530303e+00,2.424210e-01
2.512470e-01,1.395828e-01,9.655381e-01
1.658042e+00,1.380205e+00,1.014248e-01
1.794903e+00,2.178325e+00,2.004288e-02
1.080733e+00,2.306324e+00,8.270131e-02
2.859134e-01,1.382914e+00,6.734149e-01
1.071609e+00,1.196191e+00,2.775237e-01
8.006276e-01,2.078177e+00,1.894091e-01
9.372228e-01,1.752698e+00,1.934631e-01
4.808256e-01,1.067231e+00,5.986059e-01
8.977106e-01,2.059894e+00,1.573649e-01
1.081336e+00,2.702522e-01,7.465943e-01
1.590459e-01,2.669513e+00,6.540475e-01
1.517067e+00,9.774337e-01,2.269939e-01
1.312126e+00,1.411436e+00,1.569258e-01
1.797550e+00,2.265179e+00,1.704717e-02
1.413149e+00,5.890235e-02,9.201323e-01
3.777509e-01,1.633299e+00,5.395714e-01
1.560645e+00,1.499563e+00,9.630003e-02
1.973340e+00,1.888445e+00,2.407590e-02
1.047613e+00,2.963144e+00,4.485916e-02
1.505220e+00,1.798564e-02,9.732908e-01
1.194229e+00,2.099358e+00,8.150311e-02
1.181325e+00,1.245072e-01,8.632219e-01
2.261345e-01,1.756520e+00,6.721930e-01
1.734753e+00,4.197541e-02,9.297710e-01
9.100281e-01,5.421690e-01,6.105537e-01
1.367383e+00,1.345746e+00,1.587936e-01
2.538310e-01,1.997463e+00,6.022890e-01
3.857591e-01,1.305031e+00,6.044552e-01
4.337962e-01,1.419780e+00,5.401570e-01
2.375372e-01,1.046322e+00,7.799383e-01
7.669640e-01,1.675915e+00,2.765493e-01
1.451882e+00,8.150086e-01,3.062676e-01
8.894506e-01,1.922034e+00,1.809464e-01
4.613584e-01,2.095284e+00,3.803448e-01
8.135985e-01,2.387964e-01,8.234237e-01
1.553174e-01,2.828078e+00,6.445198e-01
1.669896e+00,2.915213e+00,7.687935e-03
1.179359e-01,4.898227e-02,9.942399e-01
1.052947e+00,2.961977e+00,4.420993e-02
8.522375e-01,2.905266e+00,8.408084e-02
6.057494e-01,1.331356e-01,9.225195e-01
1.946157e+00,1.767949e+00,3.204202e-02
3.843235e-01,1.858399e+00,4.895708e-01
1.774411e+00,2.461913e+00,1.267091e-02
4.817880e-01,8.697509e-01,6.576808e-01
1.749819e+00,1.444083e+00,7.990755e-02
6.983923e-01,2.451905e-01,8.426200e-01
1.337765e+00,1.265313e+00,1.840235e-01
2.337365e-01,1.318642e+00,7.347576e-01
8.625189e-01,2.439300e+00,1.219747e-01
1.317672e+00,1.781005e+00,9.567674e-02
1.877349e+00,3.401745e-01,5.280173e-01
9.333594e-01,2.643403e-01,7.813559e-01
1.461982e+00,1.605322e+00,9.566040e-02
6.671768e-01,4.156242e-02,9.726515e-01
2.831032e-01,1.644479e+00,6.277852e-01
4.357930e-01,2.021073e+00,4.144639e-01
1.254323e-01,3.018664e-01,9.628441e-01
1.057843e+00,5.668048e-01,5.490365e-01
1.352451e+00,2.777289e+00,2.337359e-02
2.655452e-01,2.341463e-01,9.397171e-01
1.001131e+00,8.229817e-01,4.387119e-01
3.821527e-01,7.574355e-01,7.486707e-01
1.401892e+00,2.680877e+00,2.332337e-02
7.426418e-01,1.510018e+00,3.258226e-01
1.052217e+00,1.535525e+00,1.987505e-01
1.695144e+00,2.834363e+00,8.191536e-03
1.380751e+00,3.902898e-01,5.833938e-01
5.027532e-01,5.175068e-01,7.709142e-01
1.896830e+00,9.344972e-01,1.698938e-01
4.845396e-01,1.178829e+00,5.648534e-01
1.849993e+00,1.329369e+00,8.549268e-02
8.023208e-01,2.941586e+00,9.441124e-02
1.554027e-01,1.838442e+00,7.514888e-01
4.057178e-01,2.413172e+00,3.756615e-01
5.900319e-01,2.794717e+00,1.922474e-01
5.881287e-01,2.820229e+00,1.903944e-01
1.967968e+00,1.487663e-01,7.461958e-01
9.460552e-01,1.833044e+00,1.765483e-01
8.971189e-01,2.754984e+00,8.445402e-02
1.787102e+00,2.890457e+00,5.709974e-03
1.446822e+00,1.423948e+00,1.274285e-01
9.059237e-01,9.787054e-01,4.120410e-01
2.445701e-01,2.319435e+00,5.670745e-01
1.370137e-01,1.972910e-01,9.733305e-01
8.214193e-01,6.175840e-01,6.021219e-01
6.366777e-01,2.112806e+00,2.604937e-01
1.521806e+00,6.974396e-01,3.459823e-01
1.650886e+00,7.889548e-01,2.718583e-01
1.588990e+00,2.211905e+00,2.975690e-02
1.432731e+00,1.627728e+00,9.709193e-02
1.086619e+00,5.544070e-01,5.474803e-01
5.545851e-01,1.877661e+00,3.529874e-01
1.334800e+00,1.704194e+00,1.028217e-01
1.996858e+00,1.152168e+00,1.001871e-01
1.387453e+00,1.870751e+00,7.460265e-02
4.891370e-01,4.058553e-01,8.199443e-01
2.214666e-01,1.925303e+00,6.528614e-01
4.747058e-01,2.513443e-01,8.875286e-01
1.897434e+00,4.161532e-01,4.540158e-01
8.892534e-01,1.971656e+00,1.732011e-01
1.268002e+00,2.441768e+00,4.522222e-02
8.584108e-01,1.686174e+00,2.351739e-01
1.971637e+00,4.603663e-01,4.034611e-01
3.296096e-01,1.356201e+00,6.395332e-01
8.856945e-01,8.031008e-01,4.910045e-01
8.601100e-01,2.118607e+00,1.616640e-01
1.763868e+00,2.354699e+00,1.571125e-02
1.964151e+00,1.792208e+00,2.959448e-02
3.423262e-01,2.500513e+00,4.248619e-01
1.866291e-01,1.934954e+00,6.968962e-01
1.286357e+00,2.373087e+00,4.723421e-02
1.289655e+00,6.058674e-01,4.577830e-01
1.560129e+00,2.475409e+00,2.102681e-02
1.174414e+00,8.748717e-01,3.579143e-01
7.993676e-01,2.723724e+00,1.133520e-01
1.938719e+00,2.538973e-02,9.519683e-01
1.087858e+00,1.329704e+00,2.353858e-01
1.028268e+00,1.507498e+00,2.122243e-01
6.956695e-01,1.785742e+00,2.887234e-01
9.626699e-01,2.549621e+00,8.591104e-02
1.055807e+00,2.579387e+00,6.565549e-02
2.267167e-01,5.730904e-01,8.781576e-01
8.419781e-01,2.918251e+00,8.568276e-02
4.580469e-01,1.096467e+00,6.051777e-01
1.407189e+00,1.685916e+00,9.325653e-02
5.180136e-01,8.128805e-01,6.563355e-01
1.319097e+00,1.825908e+00,8.994555e-02
1.062047e+00,6.283542e-02,9.354438e-01
1.636666e+00,2.049740e+00,3.491847e-02
8.845533e-01,1.881746e+00,1.892843e-01
6.708731e-01,7.908688e-01,5.882680e-01
4.768019e-01,2.038850e+00,3.782773e-01
4.966999e-01,8.926680e-01,6.418581e-01
4.660144e-01,1.341282e+00,5.352312e-01
1.547448e+00,1.927803e+00,5.063182e-02
1.898565e+00,1.179459e+00,1.065353e-01
4.781093e-01,9.665128e-01,6.299601e-01
1.770417e+00,2.962454e+00,5.274999e-03
1.073033e+00,4.000759e-01,6.509681e-01
3.514560e-01,2.960492e+00,3.532841e-01
1.888304e+00,1.375067e+00,7.453066e-02
1.189319e+00,1.092311e+00,2.727755e-01
1.973132e+00,1.985414e+00,1.989109e-02
1.688284e+00,2.151847e+00,2.643861e-02
9.497774e-01,1.410042e+00,2.620484e-01
3.644655e-01,4.966271e-01,8.344325e-01
2.903307e-01,1.783179e+00,5.958827e-01
1.433020e+00,2.565164e+00,2.532581e-02
1.153137e+00,1.152617e+00,2.647085e-01
1.430531e+00,1.775121e+00,7.891636e-02
4.254386e-01,1.059949e+00,6.370270e-01
1.227128e+00,1.053195e+00,2.746093e-01
1.678005e-01,1.844246e+00,7.338392e-01
1.602761e+00,1.055958e+00,1.840684e-01
1.661456e+00,8.028758e-02,8.751200e-01
1.405455e+00,1.918456e+00,6.745437e-02
2.742694e-01,2.335414e+00,5.270116e-01
1.009864e+00,2.398068e+00,8.876858e-02
9.467071e-01,4.622159e-02,9.571853e-01
7.765264e-01,2.521509e+00,1.411379e-01
8.847442e-01,1.910669e+00,1.844358e-01
1.805208e+00,7.985012e-01,2.365819e-01
3.948454e-01,2.466606e+00,3.775970e-01
4.432773e-01,8.362033e-01,6.902717e-01
8.404197e-01,1.089961e+00,4.001066e-01
1.981376e+00,1.421170e+00,5.985249e-02
7.807311e-01,2.803408e+00,1.120615e-01
6.348571e-01,2.622065e+00,1.892594e-01
8.244221e-01,3.461994e-01,7.517027e-01
1.052247e+00,9.294106e-01,3.760740e-01
6.413687e-01,2.000785e+00,2.771377e-01
1.584213e+00,1.593464e+00,8.010752e-02
1.847296e+00,6.879592e-01,2.805891e-01
7.288779e-01,1.104680e+00,4.470088e-01
8.266730e-01,2.063731e+00,1.815851e-01
5.576952e-01,1.247376e+00,4.987474e-01
1.740797e+00,1.910997e+00,3.591292e-02
3.341166e-01,9.989997e-01,7.162096e-01
8.395241e-01,1.961159e+00,1.927349e-01
4.229221e-01,2.817474e-01,8.876683e-01
1.211820e+00,1.217710e+00,2.286311e-01
7.791184e-01,2.321469e+00,1.638672e-01
4.779523e-01,6.506748e-01,7.327201e-01
1.785848e+00,2.829592e+00,6.388720e-03
1.171746e+00,2.621849e+00,4.632185e-02
1.703986e+00,9.017584e-01,2.151149e-01
1.184607e+00,1.172773e+00,2.492560e-01
6.862362e-01,1.654767e+00,3.212418e-01
