# q1 q2 r F
1.084014e-04 6.672756e-04 3.829893e-01 4.433292e+03
6.240467e-04 4.539240e-04 6.164899e-01 6.700513e+03
4.894457e-05 5.261859e-04 6.605934e-01 5.305606e+02
2.853393e-04 6.589095e-04 2.108699e-01 3.801174e+04
6.197564e-05 1.820142e-04 8.277712e-01 1.480012e+02
7.038158e-04 7.882615e-04 3.864045e-01 3.340447e+04
6.687877e-04 6.032625e-04 6.354270e-01 8.983033e+03
3.792020e-04 9.803526e-04 9.667473e-01 3.575911e+03
1.890061e-04 2.231608e-04 5.691384e-01 1.170625e+03
7.472578e-04 4.668002e-04 3.653220e-01 2.349684e+04
3.410389e-04 8.957462e-04 6.227804e-01 7.080741e+03
7.955059e-04 6.018320e-04 5.067752e-01 1.675898e+04
4.884130e-04 7.262329e-04 4.578525e-01 1.521149e+04
5.261438e-04 4.142565e-04 7.349480e-01 3.627607e+03
2.946236e-05 6.846253e-04 9.252650e-01 2.118107e+02
6.445878e-04 9.461090e-04 4.844787e-01 2.335789e+04
3.513058e-04 2.009859e-04 9.734785e-02 6.698197e+04
2.299758e-04 8.075579e-04 5.739570e-01 5.068236e+03
4.344495e-04 9.695685e-04 2.525013e-01 5.939503e+04
3.830850e-04 1.555416e-05 4.918213e-02 2.214557e+04
4.703193e-04 2.159944e-04 7.902588e-01 1.462366e+03
9.795039e-04 1.182595e-04 2.800406e-01 1.327884e+04
3.650137e-04 7.676561e-04 7.792998e-01 4.147882e+03
7.746357e-04 8.213537e-05 4.933269e-01 2.350271e+03
5.532148e-04 9.984151e-04 3.247565e-01 4.708135e+04
8.892420e-04 3.902224e-04 3.208852e-01 3.029650e+04
3.555979e-04 9.052976e-04 5.160451e-02 1.086763e+06
2.462732e-04 1.893890e-04 5.390558e-01 1.442993e+03
9.111082e-04 4.414313e-04 8.253160e-01 5.308261e+03
4.449073e-05 8.449670e-04 9.305640e-02 3.902802e+04
9.508027e-04 5.956745e-04 1.174731e-01 3.689624e+05
5.568505e-04 4.626959e-04 5.339634e-01 8.124022e+03
3.769869e-04 5.131371e-04 6.635404e-01 3.949886e+03
9.950573e-04 5.743116e-04 6.977985e-01 1.055104e+04
5.930428e-05 4.408789e-04 3.200895e-01 2.294152e+03
5.171897e-04 1.943654e-04 4.740000e-02 4.022276e+05
3.206598e-05 1.148518e-04 4.204173e-01 1.873186e+02
5.716046e-04 1.520767e-04 2.337837e-01 1.429847e+04
1.812880e-04 5.343847e-05 1.110368e-02 7.063970e+05
6.313282e-04 5.591177e-04 6.888594e-01 6.687395e+03
9.809428e-04 8.478733e-04 9.525419e-01 8.240738e+03
8.750276e-04 3.597602e-04 3.972402e-01 1.793445e+04
4.523844e-04 7.623556e-05 3.072954e-01 3.283316e+03
7.087524e-04 4.262987e-04 5.582143e-01 8.716986e+03
7.776913e-04 6.024058e-04 8.534565e-01 5.782203e+03
4.953482e-04 4.259781e-04 7.970178e-01 2.986218e+03
5.290050e-04 8.109105e-04 6.879091e-01 8.149486e+03
1.516336e-04 9.419444e-04 4.377860e-01 6.699720e+03
3.700305e-04 8.700409e-04 6.935297e-01 6.017371e+03
1.430790e-04 7.042955e-04 2.238651e-01 1.807664e+04
7.271669e-04 4.708286e-04 2.911040e-01 3.632121e+04
4.775360e-04 6.830153e-04 7.800424e-01 4.819032e+03
4.494300e-04 1.440489e-05 9.306803e-01 6.719402e+01
8.861120e-04 9.824956e-04 1.981490e-01 1.993403e+05
5.280912e-04 1.729053e-04 3.031027e-01 8.935056e+03
4.096817e-04 9.063541e-04 1.614816e-02 1.280141e+07
2.696231e-04 8.073028e-04 4.372466e-01 1.023530e+04
7.294002e-05 8.003395e-04 2.181921e-01 1.102356e+04
4.187180e-04 2.696671e-04 6.450105e-01 2.439921e+03
2.672773e-05 2.199347e-04 7.124933e-01 1.041007e+02
2.918628e-04 4.293719e-04 1.275899e-01 6.920527e+04
5.040060e-04 8.495217e-04 9.132256e-02 4.615446e+05
9.659671e-04 4.509293e-04 9.072717e-01 4.757247e+03
1.102735e-04 9.354847e-04 3.953464e-01 5.933517e+03
6.733680e-04 3.533266e-04 5.380695e-01 7.387745e+03
5.004324e-04 6.197728e-04 9.636091e-01 3.002865e+03
7.773211e-04 9.807183e-04 7.614635e-01 1.181970e+04
1.444634e-04 6.438191e-04 3.322849e-01 7.572863e+03
8.411943e-05 4.645272e-05 9.499081e-02 3.893176e+03
3.998194e-04 4.640935e-04 5.406638e-01 5.706562e+03
7.971653e-04 3.354166e-04 3.427642e-01 2.045982e+04
1.924841e-04 5.326494e-04 3.146855e-02 9.307701e+05
7.680094e-04 2.854615e-04 7.734408e-01 3.294728e+03
2.910077e-04 1.231390e-04 3.910600e-01 2.106555e+03
2.176746e-04 6.686207e-04 5.756079e-01 3.949060e+03
1.769887e-05 6.816784e-04 7.581854e-01 1.886835e+02
3.992604e-04 8.672722e-04 9.414389e-01 3.512263e+03
3.817004e-04 1.332491e-04 6.161991e-01 1.204216e+03
6.596856e-04 7.988217e-04 3.222422e-01 4.562277e+04
7.184748e-05 8.269420e-04 1.189757e-01 3.773370e+04
1.534514e-04 6.469034e-04 8.317970e-02 1.289838e+05
1.755931e-05 2.057172e-04 3.264939e-01 3.046405e+02
1.146826e-04 2.621593e-04 6.642307e-01 6.126104e+02
6.521375e-04 4.190783e-04 6.982005e-01 5.040037e+03
4.032542e-04 5.422573e-04 2.156409e-01 4.227483e+04
3.217053e-04 4.779605e-04 9.196798e-02 1.634318e+05
5.583541e-04 4.679924e-04 3.124556e-01 2.406200e+04
9.934670e-04 8.400009e-04 5.520988e-01 2.461270e+04
8.346520e-04 8.702323e-04 7.571230e-01 1.139115e+04
6.999236e-04 8.169372e-04 5.343607e-01 1.800238e+04
9.183403e-04 8.779236e-04 2.941139e-01 8.378937e+04
4.068898e-05 5.714378e-04 6.279379e-01 5.301173e+02
7.126311e-05 9.640721e-04 2.721883e-01 8.336718e+03
4.745323e-04 6.069378e-04 6.561660e-01 6.013706e+03
3.498182e-04 6.043438e-04 8.434790e-01 2.671392e+03
9.373148e-04 3.199784e-04 6.425583e-01 6.530415e+03
4.900754e-04 6.815230e-04 5.699752e-01 9.242538e+03
5.401095e-04 5.291372e-05 3.140707e-01 2.604684e+03
8.953651e-04 1.354119e-04 8.780093e-01 1.413899e+03
4.471884e-04 1.311119e-04 9.889337e-01 5.389619e+02
8.771574e-04 6.555461e-04 7.797046e-01 8.503157e+03
2.543282e-04 1.761573e-04 5.779074e-01 1.205975e+03
2.745359e-04 3.418057e-04 1.498665e-01 3.756027e+04
3.290330e-04 4.526734e-05 3.217797e-01 1.293203e+03
5.480167e-04 2.345006e-04 3.731907e-01 8.295371e+03
2.209085e-04 9.642601e-04 2.989763e-01 2.142363e+04
6.717577e-04 5.096303e-04 4.514933e-01 1.509819e+04
1.436505e-04 1.519234e-04 6.145262e-01 5.195302e+02
9.500617e-05 5.234855e-04 2.207854e-01 9.172238e+03
8.703216e-04 9.435659e-04 2.572622e-01 1.115475e+05
2.376318e-04 8.658203e-04 1.210290e-01 1.262738e+05
3.866180e-04 3.926738e-04 3.145127e-01 1.379740e+04
5.719706e-04 2.845836e-04 5.024738e-01 5.795841e+03
5.262762e-04 7.619681e-04 4.949097e-01 1.471832e+04
7.694786e-05 2.412438e-04 9.956214e-01 1.683542e+02
8.742518e-04 2.549781e-04 9.812975e-01 2.081123e+03
9.511845e-04 8.500227e-05 4.421971e-01 3.717261e+03
8.126948e-04 8.642800e-04 9.723004e-01 6.679449e+03
2.845180e-04 4.484510e-04 2.222539e-01 2.322125e+04
5.283189e-04 5.622245e-04 5.457097e-01 8.966900e+03
3.400773e-04 7.369742e-04 4.589010e-01 1.069921e+04
5.551126e-04 7.966924e-04 9.679328e-01 4.243665e+03
9.744291e-04 4.480606e-04 8.378145e-01 5.591792e+03
3.123912e-04 1.849434e-04 2.220055e-01 1.053829e+04
6.691278e-04 8.289041e-04 4.451437e-01 2.516359e+04
3.266412e-04 3.196696e-05 1.767922e-01 3.003349e+03
7.747028e-04 9.467815e-04 5.337963e-01 2.314160e+04
