lambda,t,N
1.467311e+00,1.543069e-01,8.006026e-01
3.366800e-01,1.349818e+00,6.384048e-01
1.230250e+00,6.124580e-01,4.703250e-01
4.048547e-01,8.103392e-01,7.182792e-01
7.181996e-01,2.819616e-01,8.118809e-01
5.539787e-01,2.341777e+00,2.736752e-01
3.280312e-01,1.432746e+00,6.264724e-01
5.415707e-01,2.752152e+00,2.241671e-01
1.385050e+00,2.360839e+00,3.695283e-02
4.780269e-01,1.459436e+00,4.963588e-01
9.383360e-01,2.950552e+00,6.239175e-02
1.183791e+00,1.936632e+00,9.878690e-02
1.450561e+00,2.053710e+00,5.079951e-02
1.859239e+00,8.394863e-01,2.064617e-01
1.315875e+00,1.049370e+00,2.508630e-01
1.259633e+00,2.381254e+00,5.082814e-02
1.153607e+00,1.123261e+00,2.716131e-01
1.152225e+00,1.457077e+00,1.874476e-01
5.856414e-01,2.887811e+00,1.764302e-01
1.694137e+00,1.426337e+00,9.246507e-02
1.535771e+00,2.270001e+00,2.866208e-02
1.856736e-01,1.261887e+00,7.935171e-01
1.729145e-01,1.523997e-01,9.815051e-01
1.243300e+00,2.119092e+00,7.980701e-02
1.899110e+00,2.278723e+00,1.168215e-02
1.516804e+00,7.166500e-01,3.372484e-01
9.397609e-01,2.177114e+00,1.274359e-01
1.903450e+00,2.822583e+00,5.126750e-03
6.484295e-01,2.257034e+00,2.313488e-01
7.261544e-01,1.011556e+00,4.839200e-01
1.500746e+00,1.869250e-01,7.563834e-01
6.365096e-01,8.760029e-02,9.450509e-01
8.083855e-01,3.273422e-01,7.675885e-01
5.509566e-01,1.283506e+00,4.931915e-01
1.590952e+00,1.089705e+00,1.765162e-01
3.664751e-01,2.269691e+00,4.325256e-01
3.371928e-01,2.962795e+00,3.708941e-01
1.096047e+00,5.985185e-01,5.171233e-01
1.898688e+00,1.764173e+00,3.464244e-02
1.083065e+00,1.109218e+00,2.967095e-01
5.263193e-01,3.789272e-01,8.175444e-01
1.600150e+00,1.342230e+00,1.229862e-01
1.731673e+00,4.476692e-01,4.623804e-01
6.304110e-01,2.640389e+00,1.938381e-01
2.304183e-01,3.415065e-01,9.278980e-01
4.254402e-01,2.930209e+00,2.916685e-01
3.384631e-01,1.118752e+00,6.839511e-01
1.488461e+00,9.218203e-01,2.563034e-01
1.273830e+00,6.588891e-01,4.311618e-01
1.960708e+00,2.246707e+00,1.410589e-02
1.702940e+00,8.967310e-01,2.172821e-01
1.505781e-01,2.968932e+00,6.438535e-01
1.982422e+00,2.980240e+00,-1.388097e-03
2.495411e-01,2.741902e+00,5.016997e-01
1.194912e+00,8.801869e-01,3.466156e-01
1.357385e+00,2.980647e+00,1.561802e-02
1.760561e+00,2.963801e+00,2.126806e-03
1.706663e+00,8.153785e-01,2.462909e-01
1.181571e+00,2.974511e+00,3.098777e-02
1.911198e+00,2.016061e+00,2.488496e-02
1.749599e+00,8.771174e-01,2.148669e-01
9.077063e-01,1.577579e+00,2.404929e-01
8.251971e-01,2.286796e+00,1.495314e-01
1.305412e+00,2.692876e+00,3.081372e-02
2.684374e-01,2.066714e+00,5.712832e-01
1.863737e-01,1.236090e+00,7.976960e-01
1.002136e+00,2.565419e+00,7.693977e-02
1.726320e+00,1.609118e+00,5.662822e-02
7.211920e-01,4.155442e-01,7.427399e-01
4.506180e-01,2.689678e+00,2.997469e-01
7.723989e-01,1.169909e+00,4.015920e-01
3.000446e-01,2.694787e+00,4.411031e-01
1.688144e+00,2.252091e+00,2.066327e-02
1.644034e+00,1.572462e+00,7.399138e-02
6.696157e-01,1.089909e+00,4.796093e-01
1.142999e-01,5.492188e-01,9.393383e-01
5.730289e-01,2.615494e+00,2.218260e-01
5.282432e-01,1.899864e+00,3.678999e-01
1.637160e+00,2.148552e+00,2.492243e-02
1.182576e-01,2.717294e+00,7.292716e-01
3.010138e-01,1.129324e+00,7.112327e-01
1.244298e+00,2.762073e+00,2.854286e-02
4.240425e-01,2.767411e+00,3.107089e-01
1.139212e+00,2.254135e+00,7.597132e-02
8.589353e-01,2.380009e+00,1.299229e-01
1.951401e-01,1.303534e+00,7.770241e-01
7.785841e-01,1.838193e+00,2.399792e-01
1.504047e+00,2.618189e+00,1.831136e-02
1.993860e+00,1.089802e+00,1.153588e-01
1.412226e+00,2.002959e+00,6.203188e-02
1.550478e+00,1.699240e+00,7.543425e-02
8.370962e-01,2.522937e+00,1.239050e-01
1.183857e+00,1.526748e+00,1.681019e-01
1.946687e+00,2.838173e+00,6.910753e-04
8.939933e-01,6.656062e-01,5.508951e-01
1.612905e+00,6.301693e-01,3.578701e-01
1.013007e+00,1.341758e-01,8.718698e-01
9.134600e-01,1.827411e+00,1.821890e-01
5.026302e-01,9.835443e-01,6.109420e-01
1.278054e+00,2.269125e-01,7.493592e-01
4.350435e-01,1.193842e-01,9.575823e-01
1.939288e+00,2.637039e+00,4.278680e-03
6.942481e-01,1.842756e+00,2.843863e-01
1.853936e+00,1.955383e+00,2.857413e-02
1.629547e+00,1.273366e+00,1.230302e-01
5.634272e-01,1.080908e+00,5.487933e-01
1.410101e+00,2.823860e-01,6.666552e-01
1.532378e+00,8.677315e-01,2.660639e-01
1.489232e+00,1.554848e+00,1.032349e-01
7.545907e-01,1.940328e+00,2.309432e-01
5.017183e-01,2.298435e+00,3.155123e-01
6.503513e-01,4.342136e-01,7.521614e-01
1.516000e+00,2.783562e+00,1.426940e-02
1.899761e+00,1.802010e+00,3.250881e-02
1.538288e+00,2.822529e+00,1.605451e-02
6.949434e-01,2.604303e-01,8.375831e-01
1.061292e+00,1.178582e+00,2.922153e-01
9.235902e-01,7.285866e-02,9.328136e-01
1.670184e+00,1.441461e-01,7.935976e-01
1.278135e+00,4.762761e-01,5.389582e-01
2.636222e-01,1.839544e+00,6.106556e-01
1.935177e+00,2.274399e+00,9.278032e-03
1.931228e+00,2.663156e+00,5.225978e-03
1.176659e-01,1.643896e-01,9.816716e-01
9.727943e-01,3.834724e-01,6.999896e-01
1.178370e+00,2.392128e+00,6.308072e-02
4.469034e-01,7.869690e-01,7.074592e-01
7.635288e-01,1.914209e+00,2.323930e-01
2.799125e-01,1.403484e+00,6.766704e-01
1.044046e-01,7.122288e-01,9.355485e-01
9.393296e-01,2.235417e-01,8.130359e-01
1.144180e+00,2.261327e+00,7.435045e-02
1.385461e+00,3.013533e-01,6.590292e-01
9.796454e-01,7.839060e-01,4.653756e-01
1.160091e+00,1.687895e+00,1.462272e-01
1.541774e+00,7.808762e-01,3.011368e-01
8.977381e-01,1.462788e+00,2.676664e-01
8.852339e-01,1.494642e+00,2.638612e-01
7.380413e-01,9.090779e-01,5.069173e-01
1.029723e-01,2.992827e+00,7.375859e-01
1.265696e+00,2.823309e+00,3.167628e-02
5.003829e-01,1.684522e-01,9.243616e-01
6.338149e-01,2.858094e+00,1.627951e-01
3.718466e-01,2.694860e+00,3.710759e-01
1.461678e+00,2.523672e+00,2.217338e-02
1.005811e+00,9.013303e-01,4.052482e-01
4.866441e-01,1.547771e+00,4.763696e-01
4.577881e-01,2.474762e+00,3.205656e-01
8.975575e-01,1.851629e+00,1.962633e-01
1.567691e+00,6.735196e-01,3.511476e-01
4.869050e-01,1.352907e+00,5.188263e-01
1.072389e+00,1.805869e+00,1.440589e-01
1.835642e+00,2.351247e+00,9.912166e-03
7.404221e-01,2.173898e+00,1.977086e-01
1.894160e-01,2.309269e+00,6.430484e-01
1.106049e+00,2.229902e+00,8.798141e-02
5.195746e-01,2.791629e+00,2.349638e-01
2.177517e-01,2.929390e+00,5.283196e-01
4.347781e-01,1.507660e+00,5.222887e-01
1.515930e+00,1.993932e+00,5.188025e-02
5.005982e-01,4.743707e-01,7.906057e-01
1.102403e+00,2.194928e+00,8.882375e-02
7.494162e-01,2.603209e+00,1.427929e-01
1.103703e+00,8.096469e-01,4.095332e-01
3.484537e-01,8.337774e-01,7.549430e-01
1.874705e-01,1.240697e+00,7.855891e-01
2.871731e-01,2.548401e+00,4.828841e-01
1.109458e+00,1.404469e+00,2.143229e-01
1.243358e+00,2.430611e+00,4.449924e-02
5.748633e-01,2.710407e+00,2.134995e-01
1.900674e+00,1.999066e+00,2.606249e-02
5.898358e-01,1.188476e+00,4.908515e-01
4.002007e-01,2.560097e+00,3.511500e-01
2.379996e-01,8.387098e-01,8.197086e-01
1.085541e+00,9.907897e-01,3.449726e-01
1.826127e+00,3.163327e-01,5.626832e-01
1.152407e+00,2.435674e+00,6.017989e-02
1.193891e+00,1.295359e+00,2.143951e-01
1.839063e+00,2.404339e+00,1.062523e-02
6.848711e-01,1.119401e+00,4.659838e-01
8.415031e-01,2.022923e-01,8.440944e-01
1.211693e+00,1.696419e+00,1.295929e-01
7.869440e-01,3.192927e-01,7.807471e-01
1.751927e+00,1.391213e+00,8.775983e-02
1.941978e+00,1.446856e+00,6.145727e-02
1.007967e+00,7.770414e-02,9.208535e-01
7.487663e-01,2.826857e-01,8.040578e-01
6.629174e-01,1.124692e+00,4.770634e-01
8.568688e-01,2.779794e+00,9.401820e-02
1.867075e+00,2.213826e+00,1.513334e-02
1.290835e+00,2.610545e+00,3.163578e-02
1.668748e+00,2.758064e+00,9.602177e-03
1.619579e+00,2.820531e+00,1.084943e-02
1.709728e+00,7.921572e-01,2.589905e-01
1.589113e+00,1.925371e+00,4.290047e-02
6.418863e-01,3.799010e-01,7.894628e-01
1.366671e+00,2.507368e+00,3.096836e-02
5.854068e-01,2.302988e+00,2.574388e-01
1.748039e+00,2.175526e+00,2.319281e-02
7.788882e-01,1.578765e+00,2.908922e-01
8.348902e-01,1.578163e+00,2.667953e-01
1.763695e+00,1.916167e+00,3.058860e-02
1.958844e+00,4.687588e-01,4.033490e-01
7.098661e-01,1.760954e+00,2.854105e-01
3.767217e-01,2.242332e+00,4.286106e-01
1.037975e+00,1.320220e+00,2.548533e-01
7.262916e-01,2.930594e+00,1.174680e-01
1.462222e+00,2.600345e+00,1.674471e-02
4.400157e-01,2.530106e+00,3.309266e-01
1.287805e+00,1.489418e+00,1.466024e-01
2.471057e-01,2.245706e-01,9.432071e-01
1.726100e+00,4.542368e-01,4.521088e-01
4.103071e-01,5.095264e-01,8.111010e-01
1.893585e+00,2.215603e+00,1.271197e-02
7.069356e-01,6.770441e-01,6.188579e-01
1.125214e+00,2.022374e+00,1.022635e-01
1.374565e-01,2.107824e+00,7.489544e-01
1.085494e+00,5.550833e-01,5.516766e-01
2.339113e-01,5.767734e-01,8.685497e-01
1.990910e+00,1.699495e+00,3.406278e-02
9.410076e-01,2.203842e+00,1.257189e-01
1.358089e-01,1.119362e+00,8.626605e-01
4.625939e-01,2.981622e+00,2.533606e-01
1.779626e+00,4.689137e-02,9.150359e-01
9.133079e-01,1.444908e+00,2.698703e-01
1.310992e+00,7.386054e-01,3.776683e-01
3.401981e-01,7.516841e-01,7.713081e-01
1.899584e+00,2.331625e+00,1.387157e-02
1.396029e+00,1.937378e+00,6.232046e-02
2.719947e-01,2.631104e+00,4.927231e-01
8.292290e-01,1.497907e+00,2.903958e-01
1.570245e+00,1.896414e+00,5.365381e-02
1.355034e+00,1.308306e+00,1.623462e-01
9.884995e-01,1.243266e+00,2.939584e-01
1.207359e+00,1.631382e+00,1.394902e-01
1.014435e+00,2.189306e+00,1.091049e-01
1.306541e+00,1.304790e+00,1.807441e-01
5.603127e-01,1.102902e+00,5.384864e-01
1.896921e+00,6.867022e-01,2.723512e-01
1.948410e+00,2.730790e+00,2.217844e-03
6.728243e-01,2.072715e+00,2.511491e-01
4.962096e-01,2.922114e+00,2.387051e-01
1.439533e+00,2.938121e+00,1.786097e-02
8.317482e-01,2.576952e+00,1.156816e-01
4.093896e-01,2.547383e+00,3.512446e-01
1.047225e+00,2.656586e+00,5.966065e-02
1.308706e+00,1.998159e+00,7.439706e-02
5.881043e-01,2.567568e+00,2.218981e-01
4.409539e-01,8.480132e-02,9.627451e-01
1.981485e+00,2.688992e+00,1.021378e-02
2.823589e-01,1.682680e+00,6.285335e-01
7.286108e-01,1.239908e+00,4.061729e-01
7.125045e-01,2.780697e+00,1.364337e-01
8.464363e-01,2.961209e+00,7.835837e-02
7.629483e-01,3.854502e-01,7.391211e-01
1.244841e+00,2.746168e+00,3.267367e-02
8.100057e-01,1.588846e+00,2.777265e-01
8.110458e-01,1.246560e+00,3.652832e-01
6.893954e-01,6.700585e-01,6.311506e-01
1.437297e+00,1.376603e+00,1.417449e-01
1.250460e+00,1.206457e+00,2.202103e-01
1.762409e+00,3.705546e-01,5.216891e-01
1.959302e+00,2.096185e-01,6.584489e-01
6.819439e-01,1.792619e+00,2.925293e-01
8.763712e-01,8.807034e-01,4.639981e-01
1.835068e+00,1.977676e-01,6.978544e-01
1.795361e+00,1.201195e+00,1.155584e-01
7.303450e-01,2.107654e+00,2.156121e-01
1.834488e+00,2.440554e-01,6.396368e-01
1.120365e+00,9.740663e-01,3.308214e-01
1.784152e+00,1.506259e+00,6.530297e-02
1.854895e-01,1.889383e+00,7.076239e-01
1.289868e+00,1.083145e+00,2.447521e-01
1.166615e+00,9.077518e-01,3.497781e-01
3.195698e-01,2.017813e+00,5.211577e-01
8.779224e-01,1.055593e+00,3.962008e-01
1.952240e+00,1.203051e+00,9.362828e-02
3.561531e-01,2.099403e+00,4.798766e-01
8.062349e-01,2.402539e+00,1.366920e-01
1.961769e+00,1.904096e+00,2.329562e-02
3.246831e-01,2.909021e+00,3.876345e-01
1.786828e+00,1.846240e+00,3.547380e-02
1.510283e+00,4.964972e-01,4.734244e-01
1.074296e+00,9.463211e-01,3.621785e-01
1.000890e+00,1.392188e+00,2.472210e-01
7.780578e-01,1.324810e+00,3.514587e-01
5.689795e-01,1.760459e+00,3.717324e-01
1.385419e+00,8.530130e-01,3.079933e-01
1.156628e+00,1.647252e+00,1.457927e-01
6.913892e-01,3.238127e-01,8.013485e-01
1.620937e+00,1.582592e+00,8.043640e-02
1.105693e+00,1.037160e+00,3.208498e-01
1.636478e+00,2.801393e+00,1.133961e-02
7.706199e-01,1.156197e+00,4.064112e-01
2.508539e-01,1.702852e-01,9.617345e-01
3.191940e-01,7.332122e-01,7.920006e-01
6.870552e-01,2.006135e+00,2.472374e-01
4.309512e-01,3.304717e-01,8.703425e-01
1.213719e+00,1.990654e+00,8.732546e-02
1.639830e+00,1.595491e+00,7.449900e-02
1.345951e+00,7.417962e-02,9.066680e-01
1.089275e-01,2.549763e+00,7.560977e-01
1.641637e+00,6.862296e-01,3.248799e-01
1.104557e+00,4.438732e-01,6.163811e-01
5.249619e-01,1.906244e+00,3.672605e-01
1.514394e+00,2.929377e-01,6.396418e-01
7.807124e-01,2.686404e+00,1.248240e-01
1.693612e+00,1.125743e+00,1.516483e-01
1.706979e+00,1.943385e+00,3.859547e-02
1.853323e+00,1.688052e+00,4.284105e-02
1.121007e+00,2.306451e+00,8.035460e-02
2.757873e-01,2.657395e+00,4.858361e-01
7.855987e-01,2.200782e+00,1.812662e-01
1.317646e+00,1.730625e+00,1.010128e-01
1.155158e+00,2.033149e+00,8.806681e-02
7.664484e-01,7.041065e-01,5.825728e-01
1.067672e+00,1.567423e+00,1.887922e-01
1.440043e+00,1.620253e+00,9.680169e-02
1.313066e+00,1.339778e-01,8.376048e-01
8.584969e-01,2.129012e+00,1.640398e-01
1.977577e+00,1.436287e+00,5.388083e-02
1.381313e-01,2.313144e+00,7.250327e-01
2.304741e-01,7.604296e-02,9.804568e-01
1.763502e+00,2.364123e+00,1.900524e-02
9.202882e-01,1.884954e+00,1.777318e-01
3.315761e-01,2.694634e+00,4.110354e-01
1.974412e+00,6.985205e-01,2.538734e-01
1.387810e+00,2.295935e+00,4.112958e-02
1.691299e+00,1.846978e+00,4.589257e-02
4.287719e-01,3.314219e-01,8.657227e-01
1.677192e+00,1.677827e+00,6.274634e-02
5.123732e-01,2.966542e+00,2.207937e-01
6.124668e-01,4.649892e-01,7.566383e-01
8.992342e-01,4.052979e-01,6.936612e-01
1.808405e+00,1.667829e+00,4.954744e-02
1.680877e+00,1.134490e+00,1.457516e-01
1.593835e+00,2.613485e+00,1.580128e-02
1.889154e+00,2.683443e+00,4.140185e-03
1.445706e+00,2.358771e+00,3.281241e-02
1.322940e+00,1.400286e+00,1.544180e-01
2.321146e-01,1.233640e-01,9.748762e-01
1.681873e+00,1.673209e+00,6.406483e-02
5.368976e-01,1.650995e-01,9.164888e-01
4.630804e-01,8.781063e-02,9.526655e-01
9.892215e-01,1.611161e+00,2.035126e-01
1.213309e+00,2.286925e+00,6.356946e-02
1.388237e+00,1.669439e+00,9.773716e-02
5.923827e-01,2.613203e+00,2.122370e-01
1.837815e+00,1.594243e+00,5.066365e-02
1.411002e+00,2.838244e+00,1.851421e-02
4.175760e-01,2.555151e+00,3.407916e-01
1.688863e-01,4.948091e-01,9.168206e-01
1.905059e+00,1.492765e+00,5.561335e-02
1.902999e+00,1.200367e+00,9.982419e-02
8.615933e-01,7.375122e-01,5.330832e-01
1.151428e+00,1.051118e+00,3.016112e-01
8.005631e-01,2.403185e+00,1.459685e-01
4.980293e-01,1.169303e+00,5.555125e-01
7.008419e-01,8.507680e-01,5.586365e-01
8.620541e-01,2.646544e+00,1.004533e-01
1.446035e+00,8.164225e-02,8.873711e-01
8.988531e-01,1.305353e+00,3.096382e-01
1.043561e+00,1.565722e+00,1.934343e-01
5.893392e-01,1.626679e+00,3.828607e-01
4.211871e-01,1.658532e+00,5.006155e-01
1.814522e+00,1.564555e+00,5.662721e-02
1.786922e+00,2.542710e-01,6.375069e-01
1.246771e+00,1.310301e+00,1.885995e-01
4.354369e-01,1.780216e+00,4.613040e-01
1.423610e+00,2.893136e+00,1.610583e-02
5.672979e-01,2.786785e+00,2.106278e-01
9.788330e-01,2.743148e+00,7.010849e-02
3.191874e-01,4.628466e-02,9.853368e-01
4.563132e-01,1.007971e-01,9.557071e-01
3.973617e-01,5.313421e-01,8.127605e-01
5.792150e-01,1.271044e-01,9.300373e-01
1.464434e+00,4.039081e-01,5.451937e-01
5.749326e-01,2.585162e+00,2.251809e-01
1.125436e+00,2.103805e+00,9.742565e-02
8.214667e-01,2.516564e+00,1.286179e-01
1.562917e+00,1.588954e+00,8.458745e-02
1.289542e+00,1.641629e+00,1.207249e-01
5.695391e-01,2.212766e+00,2.802300e-01
1.354176e+00,1.890204e+00,7.745770e-02
2.168715e-01,2.170736e+00,6.216027e-01
1.689834e+00,1.838459e+00,4.801143e-02
1.862107e+00,2.503937e-01,6.266943e-01
1.366753e+00,2.154754e+00,5.332356e-02
4.810529e-01,1.357375e+00,5.161752e-01
2.980143e-01,4.723254e-01,8.692279e-01
1.196089e+00,1.252700e+00,2.238555e-01
1.371962e+00,6.065914e-01,4.300777e-01
5.190854e-01,9.654869e-01,6.008944e-01
8.296678e-01,6.574848e-01,5.839295e-01
1.660700e+00,1.748657e-01,7.472188e-01
1.527183e+00,9.223698e-02,8.705027e-01
1.381437e+00,2.912550e+00,1.504172e-02
1.334906e+00,1.068412e-01,8.712009e-01
1.512305e+00,1.420876e+00,1.182691e-01
1.607761e-01,2.421191e-01,9.661025e-01
4.813617e-01,1.876720e+00,4.046198e-01
9.741762e-01,4.139348e-01,6.593243e-01
1.626397e+00,2.209852e+00,2.389049e-02
1.551407e+00,2.858034e+00,1.365352e-02
1.573789e+00,1.362146e-01,8.054520e-01
1.352785e+00,2.508375e+00,3.336041e-02
1.112930e+00,3.990652e-01,6.434442e-01
1.150439e+00,7.794441e-01,4.092406e-01
1.861447e+00,2.344542e+00,1.000613e-02
1.957307e+00,2.654758e+00,8.601049e-03
3.321342e-01,2.544181e-01,9.244582e-01
1.077289e+00,1.414165e+00,2.167999e-01
1.716562e-01,1.629632e+00,7.545653e-01
7.259544e-01,1.967697e+00,2.417893e-01
6.998160e-01,1.345237e+00,3.909419e-01
2.867665e-01,2.496712e+00,4.909040e-01
1.855080e+00,1.028259e+00,1.467541e-01
1.654981e+00,1.087174e+00,1.675178e-01
1.804176e+00,1.051067e+00,1.460148e-01
2.944884e-01,2.348090e+00,4.977095e-01
1.647908e+00,1.776315e+00,4.914743e-02
1.482283e+00,2.984339e+00,1.300980e-02
8.215811e-01,8.895557e-01,4.815168e-01
9.561741e-01,2.429863e+00,9.918512e-02
1.798154e+00,7.616726e-01,2.589057e-01
8.518899e-01,2.728352e+00,9.826936e-02
2.663008e-01,1.503029e+00,6.724010e-01
1.182132e-01,1.622433e+00,8.206547e-01
5.496291e-01,1.658224e+00,4.011559e-01
3.914678e-01,6.260255e-01,7.857179e-01
1.276751e+00,1.120605e+00,2.434382e-01
1.917160e+00,2.629833e+00,7.834878e-03
2.869490e-01,9.461590e-01,7.588059e-01
1.692291e+00,2.490246e+00,2.169159e-02
1.261034e+00,1.307914e+00,1.897010e-01
1.539191e+00,2.082714e+00,3.742169e-02
1.318576e+00,5.781280e-01,4.690843e-01
1.237313e+00,6.209138e-01,4.652105e-01
1.388020e+00,3.412417e-01,6.226740e-01
6.136846e-01,6.952163e-01,6.481980e-01
9.489457e-01,2.755391e+00,6.961275e-02
1.640262e+00,7.328251e-01,3.036161e-01
3.854830e-01,1.918407e+00,4.791310e-01
1.478584e+00,4.802903e-01,4.958994e-01
1.898127e+00,2.807494e+00,6.511309e-03
3.543472e-01,1.560012e+00,5.787829e-01
1.989728e+00,1.599111e+00,4.140167e-02
1.897185e+00,1.702923e+00,3.998194e-02
3.612237e-01,1.500650e-02,9.923427e-01
3.899063e-01,2.314801e+00,4.058781e-01
2.383379e-01,1.779581e+00,6.557549e-01
1.116207e+00,2.326401e+00,7.269399e-02
1.870903e+00,2.655813e+00,5.857020e-03
1.402823e+00,4.790263e-01,5.103417e-01
1.790604e+00,2.425408e+00,9.304331e-03
1.301308e+00,1.894751e+00,8.433180e-02
1.684605e+00,6.241162e-01,3.510141e-01
1.088299e-01,2.711763e+00,7.447085e-01
7.594124e-01,2.658642e+00,1.297616e-01
1.129826e+00,1.348717e+00,2.204135e-01
1.822099e+00,2.024258e+00,1.997101e-02
1.110207e-01,2.605272e+00,7.447650e-01
1.000547e+00,2.938776e+00,5.842871e-02
1.101933e+00,2.871462e+00,3.933839e-02
4.998216e-01,2.509684e+00,2.838083e-01
1.340510e+00,2.514797e+00,4.051023e-02
1.816502e+00,2.350641e+00,2.139900e-02
1.351120e+00,1.026091e+00,2.523789e-01
1.959881e+00,1.520799e+00,5.426584e-02
1.956601e+00,2.176423e+00,1.095113e-02
1.438781e-01,1.118388e+00,8.509242e-01
7.224731e-01,2.043436e-01,8.583801e-01
1.105556e+00,2.623729e+00,5.585370e-02
1.258269e+00,1.153714e+00,2.424429e-01
1.126379e+00,8.708112e-01,3.775941e-01
7.253810e-01,2.617237e+00,1.486944e-01
1.344738e+00,2.811784e+00,2.118394e-02
9.350382e-01,1.342433e+00,2.901487e-01
8.370041e-01,1.537864e+00,2.828686e-01
8.875887e-01,1.183511e+00,3.514206e-01
1.386314e+00,1.773496e+00,9.577598e-02
2.265158e-01,2.129997e+00,6.195234e-01
5.211936e-01,1.848356e+00,3.807440e-01
1.457225e+00,1.809793e+00,7.745907e-02
1.310501e+00,1.486184e+00,1.476896e-01
1.708326e+00,2.458492e+00,1.678779e-02
4.377210e-01,1.067182e-01,9.556421e-01
1.557758e+00,7.112179e-01,3.320342e-01
1.403638e-01,2.065423e+00,7.427506e-01
7.435211e-01,1.337410e+00,3.666749e-01
9.013439e-01,4.138067e-01,6.842971e-01
3.481724e-01,1.995152e+00,4.964944e-01
1.960588e+00,2.928648e+00,6.994921e-03
6.320550e-01,1.396031e+00,4.138663e-01
1.932604e+00,1.484683e+00,5.603631e-02
1.671961e+00,1.938753e+00,3.341247e-02
1.177725e+00,1.104708e+00,2.696895e-01
1.247097e+00,3.246563e-01,6.621010e-01
9.662515e-01,1.623980e+00,2.053589e-01
1.456886e+00,1.494189e+00,1.155542e-01
1.239128e+00,1.521702e+00,1.446105e-01
9.784340e-01,1.449609e+00,2.423638e-01
1.449755e+00,6.504082e-01,3.883588e-01
1.146360e+00,2.575790e+00,5.233034e-02
6.230742e-01,2.995675e+00,1.588858e-01
6.272878e-01,1.997874e+00,2.830425e-01
1.283971e-01,4.831205e-01,9.414481e-01
3.449387e-01,1.063877e+00,6.945715e-01
3.249590e-01,1.242942e+00,6.737435e-01
1.028309e+00,2.283429e+00,9.518786e-02
6.855756e-01,1.012139e-01,9.328262e-01
9.090546e-01,1.038866e+00,3.836178e-01
6.184230e-01,4.459534e-01,7.604037e-01
1.698727e+00,1.787782e+00,5.292506e-02
1.060726e+00,1.823197e+00,1.476504e-01
1.349844e+00,9.888690e-01,2.629876e-01
1.764060e+00,2.270241e+00,1.797053e-02
1.996267e+00,2.261599e+00,9.536539e-03
1.601697e+00,1.921416e+00,4.612074e-02
1.110627e+00,2.993134e+00,3.123655e-02
1.743771e-01,1.016548e+00,8.386397e-01
6.756268e-01,1.120594e+00,4.644518e-01
3.230156e-01,7.205947e-01,7.950995e-01
3.144334e-01,2.178523e+00,5.045297e-01
1.940406e+00,2.286184e-01,6.443937e-01
1.184350e+00,2.337747e+00,6.527256e-02
7.747051e-01,2.075163e+00,2.012926e-01
1.520363e+00,1.938002e+00,5.658426e-02
7.037290e-01,1.424669e+00,3.651589e-01
1.869657e+00,2.394001e+00,1.083438e-02
1.295506e+00,1.116891e+00,2.327527e-01
1.106987e+00,2.133463e+00,9.560513e-02
1.423846e+00,2.308032e+00,3.847100e-02
1.663118e-01,1.692929e+00,7.563425e-01
4.713187e-01,1.094205e+00,5.964603e-01
8.575080e-01,4.153484e-01,7.028520e-01
1.620469e+00,9.921171e-01,1.975040e-01
8.689953e-01,9.518722e-01,4.365380e-01
1.917891e+00,9.243749e-01,1.733077e-01
2.535877e-01,4.020723e-01,9.085257e-01
3.978714e-01,9.285649e-01,6.952030e-01
8.328605e-01,2.016998e+00,1.867333e-01
1.318956e-01,8.956620e-01,8.864908e-01
8.288225e-01,2.832943e+00,9.257250e-02
1.730349e+00,9.074955e-01,2.084159e-01
2.679447e-01,6.284451e-01,8.427675e-01
1.240502e-01,4.731085e-01,9.438560e-01
1.051621e+00,2.381668e+00,8.276104e-02
7.774562e-01,3.303058e-02,9.738907e-01
1.678819e+00,1.212563e+00,1.292438e-01
1.184431e+00,1.832122e+00,1.154465e-01
1.175586e-01,2.380500e+00,7.576120e-01
1.910407e-01,2.940689e+00,5.724138e-01
1.158628e-01,2.606557e+00,7.395990e-01
3.872598e-01,2.329307e+00,4.080898e-01
1.310680e+00,4.758712e-02,9.397953e-01
1.004770e+00,1.742658e+00,1.761049e-01
5.742170e-01,1.371582e+00,4.591895e-01
1.032684e+00,4.775381e-02,9.468042e-01
9.009562e-01,1.723233e+00,2.113223e-01
1.761798e-01,1.694739e+00,7.463764e-01
1.075566e+00,4.689248e-02,9.524215e-01
4.259986e-01,1.556121e+00,5.140453e-01
1.594436e+00,9.231170e-01,2.340539e-01
9.276101e-01,1.792672e+00,1.900239e-01
9.459072e-01,1.810992e+00,1.826268e-01
1.302206e+00,5.458551e-01,4.920184e-01
8.310441e-01,1.642925e+00,2.528682e-01
1.742482e+00,2.221299e+00,1.630648e-02
1.714885e+00,8.179240e-01,2.423872e-01
1.503301e+00,1.537235e+00,1.001514e-01
7.824467e-01,2.008550e+00,1.977628e-01
1.426577e+00,5.356379e-01,4.653163e-01
1.457841e+00,1.133396e+00,1.889454e-01
9.436641e-01,2.892993e+00,6.809596e-02
1.061375e+00,5.727203e-01,5.423357e-01
1.380881e+00,6.684946e-01,4.032183e-01
1.745418e+00,1.535053e+00,6.982395e-02
1.457131e+00,1.238339e-01,8.370408e-01
1.140226e+00,7.351921e-01,4.312893e-01
1.027011e+00,2.333531e+00,9.243786e-02
1.306768e+00,1.246860e+00,1.979105e-01
