lambda,t,N
3.985519e-01,3.627606e+00,2.355601e+05
1.181296e-01,2.827839e+00,7.160169e+05
4.622374e-01,9.082897e+00,1.501877e+04
1.268152e-01,7.884632e+00,3.679195e+05
5.612283e-01,9.339120e+00,5.292956e+03
1.423105e-01,2.418896e+00,7.087628e+05
1.067047e-01,5.467689e+00,5.579822e+05
2.918716e-01,2.995115e+00,4.172002e+05
6.870416e-01,1.752682e+00,2.999422e+05
5.039330e-01,7.536590e+00,2.241699e+04
3.264607e-01,9.883448e+00,3.969392e+04
8.915134e-01,3.473858e+00,4.518495e+04
6.756526e-02,3.626243e+00,7.826982e+05
9.308113e-01,7.586142e+00,8.576906e+02
2.997124e-01,9.793996e+00,5.311042e+04
6.262690e-01,5.730669e+00,2.762759e+04
8.101270e-01,3.023762e+00,8.632542e+04
3.388342e-01,4.428355e+00,2.230235e+05
9.096408e-01,2.721800e+00,8.409062e+04
2.002030e-01,9.787359e+00,1.409347e+05
3.041035e-01,5.824616e-01,8.376720e+05
8.904452e-01,5.755520e+00,5.946365e+03
9.338913e-01,4.097112e+00,2.179102e+04
7.193002e-01,1.848113e+00,2.646498e+05
7.537800e-01,8.851935e+00,1.265344e+03
1.291804e-02,3.793439e+00,9.521775e+05
1.884316e-01,5.039592e-01,9.094076e+05
3.919932e-01,9.828014e+00,2.122630e+04
7.103204e-01,8.509126e+00,2.371564e+03
4.763113e-01,9.615885e+00,1.025331e+04
4.810669e-01,5.930147e+00,5.768271e+04
1.660900e-01,1.588280e+00,7.681292e+05
3.384511e-01,9.449487e+00,4.083609e+04
4.737805e-02,8.885568e-01,9.587757e+05
5.318769e-01,4.922738e+00,7.292742e+04
1.809407e-01,2.291776e+00,6.605546e+05
8.120420e-01,8.135762e+00,1.351446e+03
8.830136e-01,8.372264e+00,6.156553e+02
9.010569e-01,5.042097e+00,1.063914e+04
5.456922e-01,2.416175e+00,2.675396e+05
5.778740e-01,5.421396e+00,4.359190e+04
9.768927e-01,6.383740e+00,1.957223e+03
3.722266e-01,9.972013e+00,2.443231e+04
6.925797e-02,7.952773e+00,5.764925e+05
9.364036e-01,1.516472e+00,2.417068e+05
8.713185e-01,4.931023e+00,1.361625e+04
2.869969e-01,1.433086e+00,6.627939e+05
5.965815e-01,7.743746e+00,9.855008e+03
6.072749e-01,7.621694e+00,9.769755e+03
5.553256e-01,4.940616e+00,6.433506e+04
8.324163e-01,6.961850e+00,3.042253e+03
6.749673e-01,4.292922e-01,7.484445e+05
3.666505e-01,7.659827e+00,6.029662e+04
5.088420e-01,6.516543e-01,7.177822e+05
4.725391e-01,6.431021e+00,4.788713e+04
8.115662e-01,9.646118e+00,3.982367e+02
5.913961e-01,8.094770e+00,8.335636e+03
9.108918e-01,5.699239e+00,5.564266e+03
7.408648e-01,2.061297e+00,2.171554e+05
5.056496e-01,2.384763e+00,2.994361e+05
7.683682e-01,8.130176e+00,1.936315e+03
7.889932e-01,6.961773e+00,4.116336e+03
7.924112e-01,4.414845e+00,3.024657e+04
9.207019e-02,8.890821e+00,4.410577e+05
8.644521e-01,2.351758e+00,1.309444e+05
5.344265e-01,9.075828e+00,7.825538e+03
4.708825e-01,1.972801e+00,3.949653e+05
6.401347e-02,1.210096e+00,9.254618e+05
1.861155e-02,5.180066e+00,9.080925e+05
7.970356e-02,3.450476e+00,7.595606e+05
8.740168e-02,9.305330e+00,4.433918e+05
5.569078e-02,1.615750e+00,9.139473e+05
9.491052e-01,7.872228e-01,4.737113e+05
7.638462e-01,1.540931e+00,3.081914e+05
4.604718e-01,4.962825e-01,7.957071e+05
6.847561e-02,7.721676e+00,5.893433e+05
9.763561e-01,1.591245e+00,2.114807e+05
9.119600e-01,6.143985e+00,3.686532e+03
8.768282e-01,6.999001e-01,5.413484e+05
9.939090e-01,8.101290e+00,3.184821e+02
5.022306e-01,6.942985e+00,3.059313e+04
7.620782e-01,3.747626e+00,5.749922e+04
5.306436e-01,1.963596e+00,3.527592e+05
7.217530e-01,5.654341e-01,6.649099e+05
1.215055e-01,9.334079e+00,3.216981e+05
8.384004e-01,1.675208e+00,2.454909e+05
9.156758e-01,2.077732e+00,1.491909e+05
8.297829e-01,9.268977e+00,4.568121e+02
2.897394e-01,3.441053e+00,3.689815e+05
7.874925e-01,2.203586e+00,1.763460e+05
6.337090e-01,1.510649e+00,3.839235e+05
2.656134e-01,8.024873e+00,1.186576e+05
9.487499e-01,3.406210e+00,3.949263e+04
6.026860e-01,1.400973e+00,4.298380e+05
8.283823e-01,1.946310e+00,1.994306e+05
8.252442e-01,5.174054e+00,1.398376e+04
8.285424e-01,4.348033e+00,2.725470e+04
6.749813e-01,1.652520e+00,3.277775e+05
3.123534e-01,2.343244e+00,4.809845e+05
9.678489e-01,1.190563e+00,3.159139e+05
7.921796e-02,5.561547e+00,6.436666e+05
4.676624e-01,3.639014e+00,1.823496e+05
8.141738e-02,9.673462e+00,4.549408e+05
5.487590e-01,6.879501e+00,2.293277e+04
7.575810e-01,5.091474e+00,2.112698e+04
8.565265e-01,7.669084e+00,1.403517e+03
4.768645e-01,7.590328e+00,2.679452e+04
7.375012e-01,6.040676e-01,6.405036e+05
7.464288e-01,3.291299e+00,8.571565e+04
4.557655e-01,2.827161e+00,2.756778e+05
2.229816e-02,7.058734e+00,8.543650e+05
7.395951e-01,4.447502e+00,3.727804e+04
9.658992e-01,2.190095e+00,1.205838e+05
7.977153e-01,1.637473e+00,2.708372e+05
7.999048e-01,3.391592e+00,6.634079e+04
9.359374e-01,9.374735e+00,1.546780e+02
2.617658e-01,6.304250e+00,1.920044e+05
5.568014e-01,8.181395e+00,1.051017e+04
3.722883e-01,3.039322e+00,3.225478e+05
7.007875e-02,7.805674e-01,9.467680e+05
2.119134e-01,4.263399e+00,4.051608e+05
3.742649e-01,5.155114e+00,1.452385e+05
9.073980e-01,1.020260e+00,3.962216e+05
3.619197e-01,7.261175e+00,7.222550e+04
9.591934e-01,3.861692e+00,2.462214e+04
9.840540e-01,6.742440e+00,1.313678e+03
9.999421e-01,6.932172e+00,9.762713e+02
4.594461e-01,6.748997e+00,4.501318e+04
3.265678e-01,2.317054e+00,4.692238e+05
1.220505e-01,9.500752e+00,3.136205e+05
1.126760e-01,7.242121e+00,4.421912e+05
2.508739e-01,1.639737e+00,6.627435e+05
3.798101e-01,4.954492e+00,1.523209e+05
3.200497e-01,2.814957e+00,4.061932e+05
3.470251e-01,9.080104e+00,4.280827e+04
5.885739e-01,5.664524e+00,3.565055e+04
7.551750e-01,2.153291e+00,1.966930e+05
9.579197e-01,9.291080e+00,1.363741e+02
7.060291e-02,1.678343e+00,8.882554e+05
2.279347e-01,5.363181e+00,2.945063e+05
1.668795e-01,7.654254e+00,2.787784e+05
7.951368e-01,6.950436e+00,3.979708e+03
9.577784e-01,5.093569e+00,7.608337e+03
1.803164e-01,9.456975e+00,1.817274e+05
2.169443e-02,7.317885e+00,8.532034e+05
2.002553e-01,6.627505e+00,2.652208e+05
8.173054e-01,3.410869e+00,6.156131e+04
1.276070e-01,3.079504e+00,6.750515e+05
3.504776e-01,4.226638e+00,2.273324e+05
8.018969e-01,4.575680e+00,2.549627e+04
4.016318e-01,5.086384e+00,1.296582e+05
2.073990e-01,8.259303e+00,1.803292e+05
1.033285e-01,9.193487e+00,3.867606e+05
6.336986e-01,6.938551e+00,1.231484e+04
1.516254e-01,2.288486e+00,7.068104e+05
2.927671e-01,7.735108e+00,1.038731e+05
1.847268e-02,6.034575e+00,8.945140e+05
7.321828e-01,5.169463e+00,2.270904e+04
9.637670e-01,6.617146e+00,1.699559e+03
4.678715e-01,8.163237e-01,6.825397e+05
1.343562e-01,8.303775e+00,3.276978e+05
9.181341e-01,4.525285e+00,1.568864e+04
7.086751e-01,7.030891e+00,6.856095e+03
1.781145e-01,6.071490e+00,3.391135e+05
5.047999e-02,6.023501e+00,7.378120e+05
3.326326e-02,6.127614e+00,8.156056e+05
2.497766e-01,6.872506e+00,1.796776e+05
8.549489e-01,4.242027e+00,2.660339e+04
9.377030e-01,8.180233e+00,4.663244e+02
8.205794e-01,2.730543e+00,1.063918e+05
4.851133e-01,2.949346e+00,2.391254e+05
1.652721e-01,3.985121e+00,5.175602e+05
2.167915e-01,1.677944e+00,6.950551e+05
2.532711e-01,8.458586e+00,1.173828e+05
7.211357e-01,4.805272e-01,7.071409e+05
6.343865e-01,7.897346e+00,6.671105e+03
1.895696e-01,7.528342e+00,2.399932e+05
1.089934e-01,5.877160e+00,5.269911e+05
1.216170e-01,5.705774e+00,4.996142e+05
8.148762e-01,5.752147e+00,9.211635e+03
8.613568e-01,1.059078e+00,4.016220e+05
1.031760e-02,5.646067e+00,9.434104e+05
1.495824e-01,8.009631e+00,3.017670e+05
9.983268e-01,8.112207e+00,3.039540e+02
1.936561e-01,7.804792e+00,2.205909e+05
1.689751e-01,9.928823e+00,1.867986e+05
3.864626e-01,1.927033e+00,4.748643e+05
8.867204e-01,2.768659e+00,8.586095e+04
6.923298e-01,4.091734e+00,5.884614e+04
2.248528e-01,1.527394e+00,7.093270e+05
7.365374e-02,7.041234e+00,5.953456e+05
6.558073e-01,4.358264e+00,5.737303e+04
9.446796e-02,3.958447e+00,6.880138e+05
1.473502e-01,6.206486e+00,4.007060e+05
3.182012e-01,8.582386e+00,6.515894e+04
5.960573e-01,8.044093e-01,6.191089e+05
6.714829e-01,3.649215e+00,8.626036e+04
9.613740e-02,9.384907e+00,4.056597e+05
6.158548e-01,9.481656e+00,2.910812e+03
4.786560e-01,2.592589e+00,2.891071e+05
3.218327e-01,8.565418e+00,6.350533e+04
7.081207e-01,1.435303e-01,9.033576e+05
3.421411e-01,3.301462e+00,3.231735e+05
9.694533e-01,7.342747e+00,8.100216e+02
4.803642e-01,1.320073e-01,9.385571e+05
8.257348e-01,6.988678e+00,3.117278e+03
6.886771e-01,4.660417e-01,7.254579e+05
6.875238e-01,1.603662e+00,3.320215e+05
2.780002e-02,8.594307e+00,7.874764e+05
4.100120e-01,7.423309e+00,4.766081e+04
4.042876e-01,6.323291e+00,7.758134e+04
6.559523e-01,9.164959e+00,2.449734e+03
8.859387e-01,2.112591e+00,1.538733e+05
9.577319e-01,5.631982e+00,4.544084e+03
8.844084e-01,3.842038e+00,3.344241e+04
3.896965e-01,8.864041e+00,3.160988e+04
4.337235e-01,2.239064e-01,9.074530e+05
8.771388e-01,1.071812e-01,9.102711e+05
4.539213e-01,4.766102e+00,1.149297e+05
8.284143e-01,6.845553e+00,3.444578e+03
6.165159e-01,5.853769e+00,2.708049e+04
9.203652e-01,5.506459e+00,6.295293e+03
9.015871e-02,2.344441e+00,8.094731e+05
3.050731e-01,8.781335e+00,6.863527e+04
6.611279e-01,7.653217e+00,6.347114e+03
7.753829e-01,9.319407e+00,7.273455e+02
2.604094e-01,7.105605e+00,1.571795e+05
1.334328e-01,1.815575e+00,7.848542e+05
1.677785e-01,2.568908e+00,6.498539e+05
9.202791e-01,8.402062e+00,4.384599e+02
5.877227e-01,6.113930e+00,2.750753e+04
7.598267e-01,3.947365e+00,4.982127e+04
8.558247e-01,1.000286e+00,4.248285e+05
5.558603e-01,6.823172e+00,2.253399e+04
8.201255e-01,4.370458e+00,2.775542e+04
4.381125e-01,5.965568e+00,7.327101e+04
4.438214e-01,4.473665e-01,8.199181e+05
7.997462e-01,6.046875e+00,7.939019e+03
3.921295e-01,9.252495e+00,2.656458e+04
6.678738e-01,6.971161e+00,9.505771e+03
5.143538e-02,7.168687e+00,6.916162e+05
4.708846e-01,2.150562e+00,3.632491e+05
9.015859e-01,3.523779e+00,4.171104e+04
6.886987e-01,7.590155e+00,5.367838e+03
1.435089e-01,6.007065e+00,4.222882e+05
5.478305e-01,7.842688e+00,1.361662e+04
7.899617e-01,4.191016e+00,3.648909e+04
1.051695e-01,6.728070e+00,4.928316e+05
3.771074e-01,8.514061e+00,4.032774e+04
4.906139e-01,9.332234e+00,1.027005e+04
2.008547e-01,9.315005e+00,1.539754e+05
2.437460e-01,4.477757e+00,3.357342e+05
4.336104e-01,9.716873e+00,1.479690e+04
1.193715e-02,5.131903e+00,9.405784e+05
3.426147e-01,4.982076e+00,1.814215e+05
3.493966e-01,1.752479e+00,5.420970e+05
9.782225e-01,9.687631e+00,7.661951e+01
2.956254e-01,3.827148e+00,3.225806e+05
1.503820e-01,8.227903e+00,2.901582e+05
5.145634e-01,1.004476e+00,5.963864e+05
5.653612e-01,4.973749e+00,6.008683e+04
7.270079e-01,4.947428e+00,2.741077e+04
7.860388e-02,2.998231e+00,7.900393e+05
3.094571e-01,2.052468e+00,5.298555e+05
4.261510e-02,7.277804e-01,9.694616e+05
6.589885e-01,9.673960e+00,1.703572e+03
1.815131e-01,6.752339e+00,2.935703e+05
9.544750e-01,4.572521e+00,1.272284e+04
7.592852e-01,1.041506e+00,4.534818e+05
7.387159e-01,7.322961e+00,4.473483e+03
7.981923e-01,6.516511e+00,5.508688e+03
3.110237e-01,9.516473e+00,5.182676e+04
7.760202e-01,3.559435e+00,6.315307e+04
4.280388e-01,8.592694e+00,2.527330e+04
5.859792e-01,9.369266e+00,4.127038e+03
2.112791e-01,4.050971e+00,4.249067e+05
4.844258e-01,1.752282e+00,4.279065e+05
4.354614e-01,1.613868e+00,4.952081e+05
6.659511e-01,7.195254e+00,8.298446e+03
8.164527e-01,5.827232e-02,9.535374e+05
8.681574e-02,4.905952e+00,6.531726e+05
3.064216e-01,6.632338e+00,1.310349e+05
3.037904e-01,7.654429e+00,9.775000e+04
7.260490e-01,6.849334e+00,6.922682e+03
7.970487e-01,6.764998e-01,5.832127e+05
5.540652e-01,9.090102e+00,6.496383e+03
5.830911e-01,4.617672e+00,6.770987e+04
4.093894e-01,3.839976e-01,8.545292e+05
9.519084e-01,1.808461e+00,1.787997e+05
5.956487e-01,8.399520e+00,6.716665e+03
7.532948e-01,2.709779e+00,1.298647e+05
1.476558e-01,1.992521e+00,7.451220e+05
9.656683e-01,8.154477e+00,3.803116e+02
5.360451e-01,5.139633e+00,6.360424e+04
7.843403e-01,8.626366e+00,1.152287e+03
6.641162e-01,7.418892e+00,7.248168e+03
6.986749e-01,5.267764e+00,2.521152e+04
4.885684e-01,6.387413e+00,4.412681e+04
5.656917e-01,4.783955e+00,6.678723e+04
1.641765e-01,4.647760e+00,4.662409e+05
1.798001e-01,1.853910e+00,7.165314e+05
9.810254e-01,1.424266e+00,2.472782e+05
5.835355e-01,5.160482e+00,4.922644e+04
2.867198e-01,6.260680e+00,1.661173e+05
3.480729e-01,6.736803e+00,9.585692e+04
8.595008e-01,3.307028e+00,5.828602e+04
9.854436e-01,8.390832e+00,2.564207e+02
6.232124e-01,2.824885e+00,1.719582e+05
5.558155e-01,8.740672e+00,7.764439e+03
3.822425e-01,2.823826e+00,3.398040e+05
2.741498e-01,9.989139e+00,6.466597e+04
9.580844e-01,2.733080e-01,7.696248e+05
8.455810e-01,3.080258e+00,7.393213e+04
2.595021e-01,4.277966e+00,3.295125e+05
3.573748e-01,1.579773e+00,5.686040e+05
5.013772e-01,7.949857e+00,1.857615e+04
3.912374e-02,1.170020e+00,9.552563e+05
1.628229e-02,2.581178e+00,9.588434e+05
3.309824e-01,8.460934e+00,6.078452e+04
3.191123e-01,6.434297e-01,8.143815e+05
7.461275e-02,3.217058e+00,7.866015e+05
7.540447e-01,3.269582e-01,7.814992e+05
8.543492e-01,3.954449e+00,3.409925e+04
8.839428e-02,6.776984e+00,5.493351e+05
7.106844e-01,5.737673e+00,1.694682e+04
4.170273e-02,8.968173e+00,6.879788e+05
6.057673e-01,1.690941e+00,3.590417e+05
6.570405e-01,3.756057e+00,8.476424e+04
4.526037e-02,5.055408e+00,7.954800e+05
5.364926e-01,1.591691e-01,9.181513e+05
6.569302e-01,7.344787e+00,8.026455e+03
3.188013e-01,3.502434e+00,3.273974e+05
7.751104e-01,5.391983e+00,1.530797e+04
6.424546e-01,2.153792e-01,8.707752e+05
4.168245e-01,2.404828e+00,3.670009e+05
6.864665e-01,2.044924e+00,2.456686e+05
8.289691e-01,5.240631e+00,1.298032e+04
7.718407e-01,6.247199e+00,8.051939e+03
4.325647e-01,8.897766e+00,2.130401e+04
5.151120e-01,3.453015e+00,1.688593e+05
1.615949e-01,3.800584e+00,5.410979e+05
9.071663e-01,6.037021e+00,4.183606e+03
6.631496e-01,7.279769e+00,8.005906e+03
6.432448e-01,9.493691e-01,5.429833e+05
4.808909e-01,9.152863e+00,1.225859e+04
1.323669e-01,2.229859e+00,7.444129e+05
6.910933e-01,7.761940e+00,4.681088e+03
9.443111e-02,1.591771e+00,8.604389e+05
4.965595e-01,8.814441e+00,1.256432e+04
4.869319e-01,8.118323e+00,1.919567e+04
5.845507e-01,8.375816e+00,7.475764e+03
9.998825e-01,8.968374e+00,1.275094e+02
3.286214e-01,1.006872e+00,7.182916e+05
9.738163e-01,2.922143e+00,5.809762e+04
9.053668e-01,1.119721e+00,3.628527e+05
7.401467e-01,6.171439e+00,1.038108e+04
6.969155e-01,2.112965e+00,2.293381e+05
3.163662e-01,3.314733e+00,3.504036e+05
5.033516e-01,4.927491e+00,8.372141e+04
8.654697e-01,6.065612e+00,5.249600e+03
2.915762e-01,1.782629e+00,5.946559e+05
3.175731e-01,6.947241e-01,8.020168e+05
4.394355e-01,3.450195e+00,2.195581e+05
4.369968e-01,9.576885e-01,6.580286e+05
5.251034e-01,2.795942e+00,2.303493e+05
7.846572e-01,9.247590e+00,7.057930e+02
5.623683e-01,2.832855e+00,2.032928e+05
2.880021e-01,3.386517e+00,3.770702e+05
3.301769e-02,6.827762e+00,7.981674e+05
2.710994e-01,9.191872e+00,8.275167e+04
7.473199e-01,4.267432e+00,4.120743e+04
4.397343e-01,9.973278e+00,1.245551e+04
3.378623e-01,6.008956e+00,1.313093e+05
4.636162e-02,6.870207e+00,7.272290e+05
8.109175e-01,6.183415e+00,6.642681e+03
4.462587e-01,2.048087e+00,4.009267e+05
3.003746e-01,7.575985e+00,1.027318e+05
7.697659e-01,9.813885e+00,5.238032e+02
7.062602e-01,1.967558e+00,2.491729e+05
1.696703e-01,9.345416e+00,2.048169e+05
7.969979e-01,2.738503e+00,1.127501e+05
3.668392e-01,6.386084e+00,9.607119e+04
8.802280e-01,9.058251e+00,3.445314e+02
1.728994e-01,5.908084e+00,3.600530e+05
4.443514e-01,6.128333e+00,6.566865e+04
6.312899e-01,9.104137e+00,3.191226e+03
5.007034e-01,5.529106e+00,6.275967e+04
8.081653e-01,2.163688e+00,1.740143e+05
1.070828e-01,1.968311e+00,8.099586e+05
7.241894e-01,1.016639e+00,4.789118e+05
2.788342e-01,5.231078e+00,2.325608e+05
6.652880e-02,7.361927e+00,6.127611e+05
9.180956e-02,4.424839e+00,6.661486e+05
9.786495e-01,3.858479e+00,2.291189e+04
9.094294e-01,6.909793e+00,1.865979e+03
9.946485e-02,6.113379e+00,5.444025e+05
1.918654e-01,1.674518e-01,9.683824e+05
6.102640e-01,6.472283e+00,1.925853e+04
6.077093e-01,8.329609e+00,6.333003e+03
9.673887e-01,7.498474e+00,7.073827e+02
6.960858e-01,7.942742e+00,3.970632e+03
6.693694e-01,4.419746e+00,5.189969e+04
6.212233e-01,3.299740e+00,1.287509e+05
5.568512e-01,3.070896e-01,8.428189e+05
3.615106e-01,5.075312e+00,1.596488e+05
4.030751e-01,1.512204e+00,5.436054e+05
2.717020e-01,8.206955e+00,1.075450e+05
7.282101e-01,5.141130e+00,2.366347e+04
7.475012e-01,2.365171e+00,1.706794e+05
1.178442e-01,5.741238e+00,5.083568e+05
4.495610e-01,8.531447e+00,2.159258e+04
6.726915e-01,1.778987e+00,3.021869e+05
2.533914e-01,5.465789e+00,2.503279e+05
1.253460e-01,6.850967e+00,4.236951e+05
8.416178e-02,1.798772e+00,8.595143e+05
8.754772e-02,8.535611e+00,4.736563e+05
9.412266e-01,3.461661e+00,3.845729e+04
4.350164e-01,9.901459e+00,1.346991e+04
2.052591e-01,1.748631e+00,6.984286e+05
6.648404e-01,9.090333e+00,2.372952e+03
5.263087e-01,6.998481e+00,2.513833e+04
4.303504e-01,3.624844e+00,2.101460e+05
9.982031e-01,2.921700e+00,5.412549e+04
7.078148e-01,9.901505e+00,9.042253e+02
4.439062e-01,4.246030e+00,1.518535e+05
5.606814e-01,5.239010e+00,5.300255e+04
1.407943e-01,6.225606e+00,4.162248e+05
7.841270e-01,7.517874e+00,2.753263e+03
8.217419e-01,3.769763e+00,4.514968e+04
1.058645e-01,5.828839e-01,9.401586e+05
9.814185e-01,6.399944e+00,1.871484e+03
3.632823e-01,6.569659e+00,9.193803e+04
6.822818e-02,3.160543e+00,8.060269e+05
5.894686e-01,3.747911e+00,1.097801e+05
9.101866e-01,7.925352e+00,7.365385e+02
3.890816e-01,8.817726e+00,3.236057e+04
8.871032e-01,1.641809e+00,2.330613e+05
2.338798e-01,7.709830e+00,1.647752e+05
1.367290e-01,6.283714e+00,4.235151e+05
7.670393e-01,3.416617e+00,7.275339e+04
2.077423e-01,8.664623e+00,1.652975e+05
4.410673e-01,5.796692e+00,7.755782e+04
7.483487e-01,7.918455e+00,2.669762e+03
4.601204e-01,4.035085e+00,1.561989e+05
2.034083e-01,1.367958e+00,7.571044e+05
8.415875e-01,1.570813e+00,2.666078e+05
8.056167e-02,1.986265e+00,8.521295e+05
3.484389e-01,7.414607e+00,7.550640e+04
3.423825e-01,4.233214e+00,2.347161e+05
1.030507e-01,3.727641e+00,6.810387e+05
4.917657e-01,3.414848e+00,1.865035e+05
1.325915e-01,9.097252e+00,2.993271e+05
6.067117e-01,4.743291e+00,5.625781e+04
2.968504e-01,7.318391e+00,1.138963e+05
4.632085e-01,7.406164e+00,3.236759e+04
2.587581e-01,6.043476e+00,2.093394e+05
6.154533e-01,5.689963e+00,3.013987e+04
8.248411e-01,3.854362e-01,7.276584e+05
5.558030e-01,2.598505e+00,2.359213e+05
2.154191e-01,2.439112e+00,5.913002e+05
9.597511e-01,1.062405e+00,3.607231e+05
1.306199e-01,9.433908e+00,2.916338e+05
4.248326e-01,4.460865e+00,1.503002e+05
8.529592e-01,9.745899e+00,2.453428e+02
7.818145e-02,2.435049e-01,9.811425e+05
4.333994e-01,2.121939e+00,3.986597e+05
8.949799e-01,5.298684e+00,8.719306e+03
9.975977e-01,9.539736e+00,7.360345e+01
1.295154e-02,3.178829e+00,9.596653e+05
6.052900e-02,1.170658e+00,9.315934e+05
3.597557e-01,1.016431e+00,6.937338e+05
1.265573e-01,2.254869e+00,7.517360e+05
4.203287e-01,7.850870e+00,3.688516e+04
4.021616e-01,8.408126e+00,3.399896e+04
9.130395e-01,4.749441e+00,1.308318e+04
3.955723e-01,1.971433e+00,4.584774e+05
7.193907e-01,7.912376e+00,3.372538e+03
1.808171e-01,1.201243e-01,9.785137e+05
5.673334e-01,8.375533e+00,8.636831e+03
4.896094e-01,9.366179e+00,1.019590e+04
5.660336e-01,1.223004e+00,5.004431e+05
5.076524e-01,1.738302e+00,4.137666e+05
8.569795e-01,8.986729e+00,4.521747e+02
4.150553e-02,4.567367e+00,8.273140e+05
2.763477e-01,4.247789e+00,3.091692e+05
8.424552e-01,3.634105e-01,7.362710e+05
4.333798e-01,3.986624e+00,1.776887e+05
2.117807e-01,7.421477e-01,8.545566e+05
6.886921e-01,1.158535e+00,4.502853e+05
2.918519e-01,6.532130e+00,1.486123e+05
5.795087e-01,8.272133e+00,8.281149e+03
7.416828e-01,3.760020e+00,6.149851e+04
6.186003e-01,6.708276e+00,1.576850e+04
4.023722e-01,3.113107e+00,2.857529e+05
3.555403e-01,8.935620e+00,4.171174e+04
9.152635e-01,3.304894e+00,4.856519e+04
7.443977e-02,4.378783e+00,7.218372e+05
7.028706e-01,7.485143e+00,5.189661e+03
9.116494e-01,4.686847e+00,1.394323e+04
3.139427e-01,9.133186e+00,5.685241e+04
3.301089e-01,5.469203e+00,1.644033e+05
2.056029e-01,3.278490e+00,5.096317e+05
8.973849e-01,1.640240e+00,2.294829e+05
2.951007e-01,1.126359e+00,7.172081e+05
4.080722e-01,4.019515e+00,1.939311e+05
4.995535e-01,2.714486e+00,2.576815e+05
8.018541e-01,6.144192e+00,7.250059e+03
4.549842e-01,2.194083e+00,3.685153e+05
9.403400e-01,9.874228e+00,9.279368e+01
4.116675e-01,7.471958e+00,4.614520e+04
3.364292e-01,5.140482e+00,1.773894e+05
9.094389e-01,4.690698e+00,1.403918e+04
5.760775e-01,8.865766e+00,6.051991e+03
1.372260e-01,4.543845e+00,5.360469e+05
2.990613e-01,8.637432e+00,7.553785e+04
9.789744e-01,1.324647e+00,2.734066e+05
5.056059e-02,4.097674e+00,8.128726e+05
9.299755e-01,3.831569e+00,2.834611e+04
6.237070e-01,3.962443e+00,8.446619e+04
1.131611e-01,3.519061e+00,6.715138e+05
8.541789e-01,6.253271e+00,4.789104e+03
7.079707e-01,4.427904e+00,4.350730e+04
4.639731e-02,6.593653e+00,7.364398e+05
9.631996e-01,4.086951e+00,1.951544e+04
9.464469e-01,3.181784e+00,4.922324e+04
6.578197e-01,1.423828e+00,3.919495e+05
3.566239e-01,6.574182e+00,9.589417e+04
8.811954e-01,7.744907e-01,5.053634e+05
5.015349e-01,2.616453e+00,2.692156e+05
1.187537e-01,8.522188e+00,3.634762e+05
6.014565e-01,1.359006e+00,4.415857e+05
4.615681e-01,3.440616e+00,2.043178e+05
9.762508e-01,5.287900e+00,5.728412e+03
5.015354e-01,8.375722e+00,1.498477e+04
1.309962e-01,3.841112e+00,6.046105e+05
1.183783e-01,9.884856e+00,3.103195e+05
7.880058e-02,2.931068e+00,7.937634e+05
4.493296e-01,3.367250e+00,2.202471e+05
9.587411e-01,6.488766e+00,1.987165e+03
4.957047e-01,9.921262e+00,7.313626e+03
1.158108e-01,8.536754e+00,3.720792e+05
8.192488e-01,6.501740e-01,5.870447e+05
8.282234e-01,5.209250e+00,1.337427e+04
2.889750e-01,5.668921e+00,1.943341e+05
6.485321e-02,2.600493e+00,8.448043e+05
5.042372e-02,8.085508e+00,6.651775e+05
5.813169e-01,4.508772e+00,7.272826e+04
4.935885e-01,7.159322e+00,2.919496e+04
8.312451e-01,6.003999e+00,6.800257e+03
9.581658e-01,7.720112e+00,6.129992e+02
6.366029e-01,2.145633e+00,2.551468e+05
2.562885e-02,6.392135e-02,9.983631e+05
9.294789e-01,8.702006e-01,4.453775e+05
9.574746e-01,3.453485e+00,3.663965e+04
1.284852e-01,2.734331e+00,7.037577e+05
7.413554e-02,4.144610e+00,7.354572e+05
8.475247e-01,5.615324e+00,8.573099e+03
8.970888e-01,6.379874e+00,3.268861e+03
5.545872e-01,8.146182e+00,1.091336e+04
4.020960e-01,6.055333e+00,8.761308e+04
7.122833e-01,3.749209e+00,6.921767e+04
3.187143e-01,9.888468e+00,4.278379e+04
5.276816e-02,1.218515e+00,9.377248e+05
5.127581e-01,1.793317e+00,3.987033e+05
4.820571e-01,2.438432e+00,3.086758e+05
6.021039e-01,4.374509e+00,7.179724e+04
6.315366e-01,1.721254e+00,3.372148e+05
6.888130e-01,5.381668e+00,2.455198e+04
4.452381e-01,7.312879e+00,3.854333e+04
9.590878e-01,9.181026e+00,1.499198e+02
3.473325e-01,6.242327e+00,1.143876e+05
3.470311e-01,9.489692e+00,3.713415e+04
9.708849e-01,8.524690e+00,2.544281e+02
8.158009e-02,1.803538e+00,8.631793e+05
4.061869e-01,1.091557e+00,6.418657e+05
6.930669e-01,3.283375e+00,1.027354e+05
7.724319e-01,8.969392e+00,9.797194e+02
5.558245e-01,5.991696e-01,7.167464e+05
4.134791e-01,6.647978e+00,6.400464e+04
6.650457e-01,4.704016e+00,4.378844e+04
5.795174e-02,1.686047e+00,9.069125e+05
6.242831e-01,4.547418e+00,5.849138e+04
1.389585e-01,3.724094e+00,5.960118e+05
